OG	sceGenes	enzNames	sce_uniprot	kma_uniprot	yli_uniprot	sce	kma	yli
OG0001995	YGR007W	ECT1	P33412	W0TAK3	Q6CCV0	0	0	0
OG0002267	YKL181W	PRS1	P32895	W0TBZ0	Q6CER7	1	0	1
OG0001056	YBL013W	FMT1	P32785	W0T6R8	Q6C2L5	0	0	0
OG0002739	YNR012W	URK1	P27515	W0TEH1	Q6C3Z7	0	0	0
OG0002203	YMR208W	ERG12	P07277	W0T9Z2	Q6CEF6	0.0509331910786852	0	0
OG0003195	YPR074C	TKL1	P23254	W0THR5	Q6C6T4	0.00529102260112057	0.00166712440388365	0.00487024150010589
OG0001438	YJR013W	GPI14	P47088	W0T6U1	Q6CGA3	0	0	0
OG0002477	YDR487C	RIB3	Q99258	W0TFQ0	Q6CF99	0.00180512851915082	0.0153531364032725	0
OG0003365	YNR033W	ABZ1	P37254	W0TGU3	Q6CHS7	0	0	0
OG0002276	YPL206C	PGC1	Q08959	W0TCM6	Q6C2F9	0	0	0
OG0001128	YDR047W	HEM12	P32347	W0T965	Q6CDC5	0	0	0
OG0000585	YIR032C	DAL3	P32459	W0T4W6	Q6C2M0	0	0	0
OG0000912	YBR213W	MET8	P15807	W0T3A2	Q6C695	0	0	0
OG0001172	YPR160W	GPH1	P06738	W0T9E2	Q6C2Y0	0	1	0
OG0001001	YNL277W	MET2	P08465	W0T2B8	Q6C7H3	0.273438906359027	0	0
OG0000871	YOR278W	HEM4	P06174	W0T4H7	Q6C2A4	0	0	0
OG0002216	YGL012W	ERG4	P25340	W0TAM6	Q6C8J1	1	0.99009900990099	0.446054098256068
OG0001635	YGR175C	ERG1	P32476	W0TBM3	Q6C5R8	1	0.99009900990099	0
OG0002490	YMR226C	YMR226C	Q05016	W0TC15	Q6CCQ8	0	0	0
OG0002519	YHR074W	QNS1	P38795	W0TDW1	Q6CGE0	0	0	0
OG0001777	YDR297W	SUR2	P38992	W0T8H6	Q6C5K3	0	0	0
OG0002088	YGR019W	UGA1	P17649	W0T9B9	Q6C5G6	0	0	0
OG0002968	YHR100C	GEP4	P38812	W0TCN2	Q6CH12	0	0	0
OG0002078	YOR176W	HEM15	P16622	W0T997	Q6C140	0	0	0
OG0003361	YER061C	CEM1	P39525	W0TEG5	Q6BZV1	0	0	0
OG0001123	YER178W	PDA1	P16387	W0T5D1	Q6C0Y7	0.152672777905944	0.0255846608631685	0.0993425365932562
OG0001962	YKR097W	PCK1	P10963	W0TD31	Q6CBN4	0	0	0
OG0002618	YLR142W	PUT1	P09368	W0TBY7	Q6CF75	0	0	0
OG0003040	YMR281W	GPI12	P23797	W0THS8	Q6C513	0	0	0
OG0001774	YHR037W	PUT2	P07275	W0TC82	Q6CF74	0	0	0.131779723818717
OG0001138	YOR241W	MET7	Q08645	W0T5F5	Q6C4Q7	0	0	0
OG0001174	YER026C	CHO1	P08456	W0T5M1	Q6C9T5	0.00314889133796005	0	0.00454441677728325
OG0000584	YBR166C	TYR1	P20049	W0T6M2	Q6C1B7	0	0	0
OG0001700	YLL031C	GPI13	Q07830	W0T7J7	Q6C664	0	0	0
OG0000958	YOL096C	COQ3	P27680	W0T302	Q6CEG2	0	0	0
OG0002101	YKR031C	SPO14	P36126	W0TA07	Q6C5D8	0	0	0
OG0003468	YBL033C	RIB1	P38066	W0TEX6	Q6C7A9	0	0	0
OG0001859	YOL052C	SPE2	P21182	W0T8B6	Q6C579	0	0	0
OG0003269	YFL045C	SEC53	P07283	W0TE22	Q6C985	1	0.0792534171860475	0.0263066554144715
OG0000776	YGR264C	MES1	P00958	W0T3X2	Q6BZY8	0.837145077270071	0	0
OG0001356	YHR007C	ERG11	P10614	W0TA79	Q6CFP4	0.393269237571659	0.99009900990099	0.194654101939937
OG0000679	YBR023C	CHS3	P29465	W0T5D7	Q6CAU0	0	0	0
OG0002746	YLR377C	FBP1	P09201	W0TF96	Q6CGV1	0	0	0
OG0000619	YBR196C	PGI1	P12709	W0T4R5	Q6C2I1	0.0364920112406533	0.00917597275446686	0.0141402335586652
OG0000911	YGL055W	OLE1	P21147	W0T4Z7	Q6CCW6	0	0	0.99
OG0002657	YDR196C	CAB5	Q03941	W0TC58	Q6C296	0	0	0
OG0001028	YDR531W	CAB1	Q04430	W0T3N4	Q6C7T7	0	3.3526610949688e-05	0
OG0002844	YFL022C	FRS2	P15625	W0TD76	Q6C8V7	0.000994046456309762	0	0
OG0002711	YDL141W	BPL1	P48445	W0TEP9	Q6C416	0.000737786135034293	0	0
OG0001238	YOL033W	MSE1	P48525	W0T9R1	Q6C5H9	0	0	0
OG0001653	YJL005W	CYR1	P08678	W0T7C4	Q6CE40	0	0	0
OG0002476	YOL097C	WRS1	Q12109	W0TD16	Q6CFA0	0.36581423543076	0	0
OG0001007	YDR502C	SAM2	P19358	W0T4F1	Q6CEM5	0	0.112939170542883	0.0462512432822314
OG0002857	YOL064C	MET22	P32179	W0TDX5	Q6C055	0.0279339178664297	0.060236929972788	0.0679481269060936
OG0002366	YJL068C	YJL068C	P40363	W0TD40	Q6CBB1	0	0	0
OG0002837	YKL035W	UGP1	P32861	W0TEV0	Q6CI26	0.168458508793381	0.0496048847246064	0.00851809689127926
OG0001629	YGR171C	MSM1	P22438	W0T9L1	Q6CAE1	0	0	0
OG0000963	YCR036W	RBK1	P25332	W0T6Q9	Q6CEK6	0	0	0
OG0001193	YGR155W	CYS4	P32582	W0T7F7	Q6C6J2	0.000733485158607996	0	0.00471321849982727
OG0001602	YJL100W	LSB6	P42951	W0T7R3	Q6CI19	0	0	0
OG0003089	YIL094C	LYS12	P40495	W0TI04	Q6C9K0	0.0453149012889477	0.0221754640395232	0.0305059013572886
OG0002593	YFR030W	MET10	P39692	W0TCH5	Q6C5P4	0.00220795538239975	0.0099618463293614	0.0039873104384278
OG0003483	YDR481C	PHO8	P11491	W0TFS9	Q6C1F6	0	0	0
OG0001556	YKL001C	MET14	Q02196	W0T7J3	Q6C7J1	0.0352670330924099	0	0.131451322705623
OG0000689	YLR420W	URA4	P20051	W0T4C3	Q6C0P7	0.990000000000001	0	0.518937736960459
OG0003193	YBR115C	LYS2	P07702	W0TGV0	Q6C6T5	0.0529133069775785	0.0695180710918	0.0149145319453928
OG0002122	YGL037C	PNC1	P53184	W0T9K9	Q6CG92	0	0	0
OG0003260	YPL160W	CDC60	P26637	W0TEU3	Q6C4Q2	0.053365975834946	0	0
OG0003300	YBL039C	URA7	P28274	W0TIH4	Q6CFN6	0.031886959973652	0.107601701738414	0.0416841786279775
OG0002699	YIL125W	KGD1	P20967	W0TDY2	Q6C3M8	0	0	0.00524036057320346
OG0002771	YMR015C	ERG5	P54781	W0TF60	Q6CGM4	0	0	0
OG0001959	YGL245W	GUS1	P46655	W0TD23	Q6C4A4	0.602233726961172	0	0
OG0000920	YOR184W	SER1	P33330	W0T2P5	Q6C2N1	1	0	0.999999999999967
OG0002747	YDL052C	SLC1	P33333	W0TDL8	Q6C5D5	0	0	0.00788279855412271
OG0001713	YBL011W	SCT1	P32784	W0T7L9	Q6CDI7	0	1	0.99
OG0003206	YPR060C	ARO7	P32178	W0THU4	Q6C5J7	0	0	0
OG0001363	YHR011W	DIA4	P38705	W0T5X5	Q6CFL2	0	0	0
OG0002705	YNL073W	MSK1	P32048	W0TFK4	Q6C814	0	0	0
OG0003041	YMR278W	PRM15	Q03262	W0TFF9	Q6C7B1	0	0	0
OG0002471	YJL155C	FBP26	P32604	W0TBA6	Q6C5J2	0	0	0
OG0002379	YOR335C	ALA1	P40825	W0TCJ3	Q6CFS9	0.0171686977424106	0	0
OG0001166	YNR043W	MVD1	P32377	W0T9D3	Q6C2S1	0.175299799513841	0.99009900990099	0.232782935877543
OG0002777	YGL248W	PDE1	P22434	W0TDH3	Q6C3S3	0	0	0
OG0001597	YCL009C	ILV6	P25605	W0T8S2	Q6CCG2	0	0.0976842128647067	0
OG0001493	YOR236W	DFR1	P07807	W0T6I8	Q6CC38	0	0	0
OG0002454	YDR019C	GCV1	P48015	W0TBW1	Q6C340	0.058559468556775	0	0.0313307932356668
OG0001707	YLR305C	STT4	P37297	W0TBX3	Q6C4B9	0	0	0
OG0001476	YNL169C	PSD1	P39006	W0TAT2	Q6C893	0	0	1
OG0003014	YKR043C	SHB17	P36136	W0TD95	Q6C9Q2	0	0	0
OG0002144	YMR041C	ARA2	Q04212	W0TE16	Q6BZU5	0	0	0
OG0001881	YOR360C	PDE2	P06776	W0TA32	Q6CHK1	0	0	0
OG0002098	YBR153W	RIB7	P33312	W0TDQ2	Q6CA24	0	0	0
OG0000664	YHR104W	GRE3	P38715	W0T4K1	Q6C9X2	0	0	0
OG0000945	YAR035W	YAT1	P80235	W0T462	Q6C0W4	0	0	0
OG0001079	YHR025W	THR1	P17423	W0T8X3	Q6C1T8	0.0472155168215307	0	0.0198426211017735
OG0002422	YLR438W	CAR2	P07991	W0TB47	Q6CD21	0	0.00126566665267896	0
OG0002355	YJL060W	BNA3	P47039	W0TD28	Q6C490	0.000828161040165706	0	0.000520198196141888
OG0003323	YPR033C	HTS1	P07263	W0TF43	Q6C624	0.0105200668815703	0	0
OG0000712	YDR062W	LCB2	P40970	W0T5Y3	Q6C1K9	0	0	0
OG0002608	YLR133W	CKI1	P20485	W0TEA1	Q6C5L9	0	0	0
OG0002236	YPR184W	GDB1	Q06625	W0TCG5	Q6CGI3	0	0	0
OG0003253	YHL032C	GUT1	P32190	W0TI27	Q6C3E1	0	0	0
OG0002765	YJR105W	ADO1	P47143	W0TF72	Q6C0M3	0.0138495218027371	0.00774495307621733	0.00390480166289414
OG0002494	YDL171C	GLT1	Q12680	W0TD39	Q6CDZ4	0	0	0
OG0003427	YPR140W	TAZ1	Q06510	W0TJ01	Q6CBZ7	0	0	0
OG0001057	YGL026C	TRP5	P00931	W0T8T6	Q6C0G7	0.000149836902772973	0.00339447151524373	0.990063195523118
OG0000598	YPL097W	MSY1	P48527	W0T8L0	Q6C474	0	0	0
OG0002770	YMR013C	SEC59	P20048	W0TEB9	Q6C5D6	0	0	0
OG0002570	YGR094W	VAS1	P07806	W0TCE4	Q6C109	0.0261737900702648	0	0
OG0000785	YHR183W	GND1	P38720	W0T3V9	Q6CEH4	0	0	0.00629219345803638
OG0003116	YIL116W	HIS5	P07172	W0TI35	Q6C7F4	0.000229455300867655	0	0.000161919402800063
OG0003407	YLR209C	PNP1	Q05788	W0TEM5	Q6BZX6	0	0	0
OG0000873	YMR220W	ERG8	P24521	W0T3G4	Q6C6U3	1	0	0
OG0001186	YBR221C	PDB1	P32473	W0T7E5	Q6C4G4	0.107880767059133	0.0132502443253123	0.146765621976733
OG0002187	YKL060C	FBA1	P14540	W0T9W3	Q6C4K5	0.124479741726261	0.0968556607922134	1
OG0003214	YER090W	TRP2	P00899	W0TGZ5	Q6C5V8	0.272793287386945	0.170158034556497	0.714689860376785
OG0000659	YDR268W	MSW1	P04803	W0T8B7	Q6CBI6	0	0	0
OG0002235	YPR183W	DPM1	P14020	W0TAQ9	Q6CA34	0.0347841469786035	0	0.00966346672594428
OG0001115	YKL104C	GFA1	P14742	W0T6B9	Q6CDT1	0	0	0.0145120773159245
OG0000733	YCR024C	SLM5	P25345	W0T5U7	Q6C700	0	0	0
OG0002744	YNR008W	LRO1	P40345	W0TG07	Q6C5M4	0	0	0
OG0002791	YDR248C	YDR248C	Q03786	W0TF23	Q6C2H6	0	0	0
OG0001477	YHR144C	DCD1	P06773	W0T704	Q6CAZ2	0	0	0
OG0000802	YHR018C	ARG4	P04076	W0T3S7	Q6C7P9	0.000207639663209721	0	0.000458155606808078
OG0001692	YER170W	ADK2	P26364	W0T7I7	Q6C0A1	0	0	0
OG0002976	YGR208W	SER2	P42941	W0TGZ0	Q6CDX6	0.285666963581246	0	0
OG0002656	YLR240W	VPS34	P22543	W0TGI7	Q6C299	0	0	0
OG0002333	YPL110C	GDE1	Q02979	W0TCY9	Q6C3R1	0	0	0
OG0003227	YBL076C	ILS1	P09436	W0TH20	Q6CIA2	0.0101126926868436	0	0
OG0001078	YHR026W	VMA16	P23968	W0T656	Q6C2A7	0	0	0
OG0001916	YML042W	CAT2	P32796	W0TCX6	Q6CF46	0	0	0
OG0001205	YFL030W	AGX1	P43567	W0T562	Q6C5N1	0	0.507981548466279	0.0471768630297578
OG0002255	YJR137C	MET5	P47169	W0TBW6	Q6C9H5	0.00131949680981258	0.00188749564866747	0.00359283812511896
OG0002786	YPL040C	ISM1	P48526	W0THS6	Q6CCB9	0	0	0
OG0000882	YDR400W	URH1	Q04179	W0T754	Q6C307	0	0	0
OG0002609	YDR148C	KGD2	P19262	W0TBX1	Q6C5L8	0	0	0.0238131816694187
OG0000813	YOR074C	CDC21	P06785	W0T5E0	Q6CCB3	0.00320076019205668	0	0.0156780648818763
OG0001974	YNR050C	LYS9	P38999	W0T9F4	Q6C844	0.00186080073229883	0.00177663924424145	0.000708307549405514
OG0002502	YDL168W	SFA1	P32771	W0TFU0	Q6C297	0	0	1
OG0002703	YNL071W	LAT1	P12695	W0TER0	Q6C812	0.122636356409164	0	0.103555592195421
OG0001575	YMR108W	ILV2	P07342	W0T7M0	Q6CDI5	0.266945924447821	0.382120615487799	0.355303081736339
OG0001184	YGL125W	MET13	P53128	W0T9G2	Q6CG63	0	0.0145227949533765	0
OG0003076	YIL083C	CAB2	P40506	W0TJU3	Q6CCS2	0	0	0
OG0001087	YKL152C	GPM1	P00950	W0T6W1	Q6CFX7	0.0206778467267412	0.169092612498307	0.0175582170436201
OG0002093	YNL192W	CHS1	P08004	W0TBP1	Q6C7R6	0	0	0
OG0003460	YPR047W	MSF1	P08425	W0TEW5	Q6CBI1	0	0	0
OG0000835	YJL167W	ERG20	P08524	W0T5C0	Q6C6W3	0.422843657247081	1	0.193308203023999
OG0001858	YMR250W	GAD1	Q04792	W0TAN7	Q6C2F2	0	0	0
OG0002855	YOL066C	RIB2	Q12362	W0TER8	Q6C1Z1	0	0	0
OG0000981	YDR058C	TGL2	P54857	W0T4J5	Q6C3X3	0	0	0
OG0002868	YNL129W	NRK1	P53915	W0TD38	Q6CEL5	0	0	0
OG0001627	YGR170W	PSD2	P53037	W0TBL5	Q6CAE7	0	0	0
OG0003515	YKR009C	FOX2	Q02207	W0TJE4	F2Z6I5	0	0	0
OG0001241	YAL012W	CYS3	P31373	W0T5D8	Q6C2Q9	0.00958013001042736	0.109708622206762	0.0332619690162097
OG0000773	YGR267C	FOL2	P51601	W0T3X8	Q6CHC2	0	0	0
OG0000593	YBR176W	ECM31	P38122	W0T6K8	Q6CE35	0	0	0
OG0000917	YLR299W	ECM38	Q05902	W0T4A4	Q6CC93	0	0	0
OG0001371	YOR136W	IDH2	P28241	W0T7K3	Q6CA33	0.140484059239416	0	0
OG0000991	YNL267W	PIK1	P39104	W0T2U3	Q6CFY9	0	0	0
OG0002386	YOR323C	PRO2	P54885	W0TD69	Q6C421	0.00749752954408516	0	0
OG0002647	YLR245C	CDD1	Q06549	W0TGH7	Q6C8T8	0	0	0
OG0002573	YPR113W	PIS1	P06197	W0TDE8	Q6C104	1	0	0
OG0001903	YLR354C	TAL1	P15019	W0TCV6	Q6C1K2	0	0.00151958216552208	0.0141514980374904
OG0002914	YLL057C	JLP1	Q12358	W0TCW2	Q6C0P5	0	0	0
OG0003208	YPR062W	FCY1	Q12178	W0TGY4	Q6C0Q9	0	0	0
OG0001301	YDR354W	TRP4	P07285	W0T5M3	Q6C7L2	0	0	0
OG0002767	YHR137W	ARO9	P38840	W0THV6	Q6CCZ6	0.00618555374510021	0	0
OG0001379	YOR128C	ADE2	P21264	W0T8A8	Q6CDK7	0.0111116273803931	0.0298278132664717	0.0591487234324224
OG0001248	YOL049W	GSH2	Q08220	W0T717	Q6CBL1	0	6.31135046132277e-07	0
OG0001914	YDR408C	ADE8	P04161	W0T966	Q6CAG1	0.310086085968279	0	0
OG0001523	YKL211C	TRP3	P00937	W0TB78	Q6C9H7	0.208080666685642	0.341641914322422	0.563670690279113
OG0003417	YPR167C	MET16	P18408	W0TIY9	Q6CFD3	0	0	0
OG0000980	YGR255C	COQ6	P53318	W0T2F2	F2Z6J4	0	0	0
OG0001610	YJL088W	ARG3	P05150	W0T8T9	Q6C924	0.00347511382601861	0.00445214144036972	0.0137043244155671
OG0001195	YGL040C	HEM2	P05373	W0T6R3	Q6C0Y3	2.40068594285268e-05	0	0
OG0003135	YGR277C	CAB4	P53332	W0TI58	Q6C8I1	0	0	0
OG0000592	YPL104W	MSD1	P15179	W0T8M0	Q6C0A5	0	0	0
OG0002692	YNL241C	ZWF1	P11412	W0TCY6	Q6C4Y7	0.00260401903454766	0	0.00180315414719973
OG0001328	YLR060W	FRS1	P15624	W0T827	Q6C4X4	0.000968797879398881	0	0
OG0001941	YER043C	SAH1	P39954	W0T8N1	Q6C211	0.266988200167547	0.116217179833413	0.0512078752290788
OG0000942	YAR015W	ADE1	P27616	W0T4U6	Q6C3Q2	0.00415599791310387	0.00957184535427382	0.00960198262278388
OG0001487	YFL017C	GNA1	P43577	W0T8T2	Q6C8F2	0	0	0
OG0001277	YBR248C	HIS7	P33734	W0T7V7	Q6CCR8	0.00194292959762723	0.00319666930318944	0.00984843575419609
OG0003047	YGR194C	XKS1	P42826	W0TFH3	Q6C246	0	0	0
OG0002040	YDR044W	HEM13	P11353	W0TDD9	Q6C438	0	0.000179292633631593	0
OG0001406	YDL103C	QRI1	P43123	W0T8F2	Q6C776	0	0.443816963450288	0.154691744380272
OG0000752	YDR023W	SES1	P07284	W0T5Q1	Q6C350	0.118227946108853	0	0
OG0001966	YIL155C	GUT2	P32191	W0T8R1	Q6CEQ0	0	0	0
OG0001216	YOR311C	DGK1	Q12382	W0T576	Q6C158	0	0	0
OG0003023	YPL268W	PLC1	P32383	W0TJL8	Q6CD33	0	0	0
OG0002482	YGR061C	ADE6	P38972	W0TBC7	Q6BZY1	0.136633032869707	0.29576334757163	0.184368185103313
OG0002793	YPL023C	MET12	P46151	W0THR2	Q6CEM7	0.148244750161882	0	0.0218967400397992
OG0002513	YMR189W	GCV2	P49095	W0TBH5	Q6CHE0	0.118677354323559	0	0.0678809103765434
OG0002969	YGR202C	PCT1	P13259	W0TF09	Q6C8N4	0	0	0
OG0001566	YGR110W	CLD1	P53264	W0TBC3	Q6C8Q4	0	0	0
OG0002806	YPL188W	POS5	Q06892	W0TEZ5	Q6C5H7	0	0	0
OG0002741	YML004C	GLO1	P50107	W0TFA2	Q6C4S7	0	0	0
OG0000939	YIR027C	DAL1	P32375	W0T6W8	Q6C0N2	0	0	0
OG0002491	YER086W	ILV1	P00927	W0TDS0	Q6CAI4	0.00328878501773785	0.0301823545421596	0.0384282994001379
OG0000678	YBR038W	CHS2	P14180	W0T4E8	Q6CEE3	0	0	0
OG0002679	YDL238C	GUD1	Q07729	W0TC97	Q6C4L7	0	0	0
OG0001902	YLR355C	ILV5	P06168	W0TAV6	Q6CAF8	0.157792635830554	0.0716393349778129	0.990062214093627
OG0002450	YJR057W	CDC8	P00572	W0TBV7	Q6CC22	0	0	0
OG0002176	YKL024C	URA6	P15700	W0TE67	Q6C2B0	0.00188662633954872	0.00252890184435198	0
OG0002299	YDR454C	GUK1	P15454	W0TAZ8	Q6CBQ9	0	0	0
OG0002732	YIL078W	THS1	P04801	W0TDP3	Q6C234	0.306459507809792	0	0
OG0003028	YEL058W	PCM1	P38628	W0TFE1	Q6C454	0	0	0.989802915348714
OG0000647	YEL027W	VMA3	P25515	W0T8D8	Q6C0I1	0	0	0
OG0001386	YOR125C	CAT5	P41735	W0T8B8	Q6C5T9	0	0	0
OG0000798	YCL004W	PGS1	P25578	W0T5G3	Q6C5Y3	0	0	0
OG0000625	YPL069C	BTS1	Q12051	W0T8G7	Q6C8T9	0	0	0
OG0001399	YOL143C	RIB4	P50861	W0T644	Q6CH62	0	0.518351519151123	0
OG0002606	YJL153C	INO1	P11986	W0TBW7	Q6CFS3	0.0841546984615019	0	0
OG0001510	YOR209C	NPT1	P39683	W0TAZ2	Q6CG74	0	0	0
OG0001223	YBR018C	GAL7	P08431	W0T9M7	Q6C0K3	0	0	0
OG0000671	YLL018C	DPS1	P04802	W0T3Y8	Q6C868	0.0732143026318314	0	0
OG0000937	YDL015C	TSC13	Q99190	W0T472	Q6CHU1	0	0	0
OG0001665	YKR069W	MET1	P36150	W0T805	Q6CI67	0	0	0
OG0002396	YDR208W	MSS4	P38994	W0TCL8	Q6C0L8	0	0	0
OG0001601	YJL101C	GSH1	P32477	W0TBI3	Q6C433	0	0	0
OG0001464	YDL215C	GDH2	P33327	W0T6D8	Q6C6H1	0	0.0307264236544713	0
OG0002592	YBR256C	RIB5	P38145	W0TE72	Q6CDE7	0.324598630751545	0.536768078347961	0
OG0002261	YIR029W	DAL2	P25335	W0TCK2	Q6C8N1	0	0	0
OG0002463	YBR035C	PDX3	P38075	W0TBW9	Q6C946	0	0	0
OG0000809	YKR080W	MTD1	Q02046	W0T5E4	Q6CEX7	0	0	0
OG0001980	YGL001C	ERG26	P53199	W0T9G1	Q6CB38	0.000122245543266569	0	0.0105626001217787
OG0002710	YDL142C	CRD1	Q07560	W0TG99	Q6C0K8	0	0	0
OG0000633	YHR128W	FUR1	P18562	W0T443	Q6BZS4	0	0	0
OG0001775	YDR294C	DPL1	Q05567	W0TA77	Q6C4B5	0	0	0
OG0002286	YPL214C	THI6	P41835	W0TCN8	Q6CBT9	0	0	0
OG0001559	YLR359W	ADE13	Q05911	W0T7J6	Q6CE97	0.123382351505581	0.141483293062389	0.18555020301353
OG0002343	YOR202W	HIS3	P06633	W0TAM2	Q6C3L0	0	0	0.00226097858559008
OG0001207	YLR056W	ERG3	P32353	W0T7I0	Q6C8C2	0	0	0
OG0000951	YOL061W	PRS5	Q12265	W0T453	Q6CG51	0.999999999999798	0	0.999999999999947
OG0002335	YPL111W	CAR1	P00812	W0TCC3	Q6C6P6	0	0	0
OG0001850	YHR063C	PAN5	P38787	W0T8X9	Q6C0X8	0	0	0
OG0000801	YHR019C	DED81	P38707	W0T5F9	Q6C6Z7	0.0498804998578933	0	0
OG0001721	YHR072W	ERG7	P38604	W0T9Z7	Q6C2X2	1	0	0
OG0003198	YBR121C	GRS1	P38088	W0THS3	Q6C5W5	1	0	0
OG0002758	YER023W	PRO3	P32263	W0TED6	Q6CEN0	0.000708110874063728	0	0.00210678198944108
OG0000694	YKL194C	MST1	P07236	W0T5B1	Q6CHF9	0	0	0
OG0002612	YDR158W	HOM2	P13663	W0TBX9	Q6C968	0.00389878776836595	1	0.990060926826266
OG0000699	YML054C	CYB2	P00175	W0T5A6	Q6C538	0	0	0
OG0003385	YPL234C	VMA11	P32842	W0TIU1	Q6C3X5	0	0	0
OG0003347	YNL316C	PHA2	P32452	W0TF75	Q6CEA0	0	0	0
OG0002266	YLR410W	VIP1	Q06685	W0TA84	Q6CES1	0	0	0
OG0003501	YDL045C	FAD1	P38913	W0TF41	Q6C7T3	0	0	0
OG0000648	YEL029C	BUD16	P39988	W0T6D2	Q6CHH8	0	0	0
OG0001012	YCL030C	HIS4	P00815	W0T294	Q6CGV2	0.00613743793497958	0.0989455808649515	0.0763168064718498
OG0002633	YDR173C	ARG82	P07250	W0TCN9	Q6CF09	0	0	0
OG0001578	YMR113W	FOL3	Q12676	W0T9D6	Q6CHD4	0	0	0
OG0003064	YGL148W	ARO2	P28777	W0TGD1	Q6C8Q1	0.837146497956961	0.533972075479682	0.990060711270031
OG0002252	YJR139C	HOM6	P31116	W0TAS9	Q6CAP2	0.0160877580798926	0.00849564659667426	0.0326757633598398
OG0003180	YNL280C	ERG24	P32462	W0TG18	Q6CDK2	0	0	0
OG0001632	YJL026W	RNR2	P09938	W0TBL9	Q6CFU6	0	0	0
OG0003444	YER014W	HEM14	P40012	W0TH65	Q6C826	0	0	0
OG0003217	YER091C	MET6	P05694	W0TKF9	Q6C638	0.0414348676370558	0.160322741590019	0.248722860232589
OG0000799	YFR025C	HIS2	P38635	W0T4S5	Q6C6Z5	0	0	0
OG0000800	YHR020W	YHR020W	P38708	W0T382	Q6C6Z6	0.115518347659783	0	0
OG0002015	YLR027C	AAT2	P23542	W0T8Z5	Q6BZZ9	0.00660763019167226	0.00472733555465331	0.0236305103549822
OG0001369	YOR142W	LSC1	P53598	W0T883	Q6C4S9	0	0	0.0171879702897366
OG0002542	YER003C	PMI40	P29952	W0TDA2	Q6CE59	0.0374464463330833	0.0117361634565386	0.00191795303507707
OG0001711	YGL184C	STR3	P53101	W0T870	Q6CAR4	0	0	0
OG0002118	YJR016C	ILV3	P39522	W0TB52	Q6CAY2	0.11393605545326	0.157021484731943	0.222556465513487
