OG	sceGenes	enzNames	sce_uniprot	kma_uniprot	yli_uniprot	sce	kma	yli
OG0002267	YKL181W	PRS1	P32895	W0TBZ0	Q6CER7	0	0.122538579805181	0
OG0001056	YBL013W	FMT1	P32785	W0T6R8	Q6C2L5	0	0	0
OG0002739	YNR012W	URK1	P27515	W0TEH1	Q6C3Z7	0	0	0
OG0002203	YMR208W	ERG12	P07277	W0T9Z2	Q6CEF6	0.0700304166489264	0	0
OG0003195	YPR074C	TKL1	P23254	W0THR5	Q6C6T4	0.110362198080028	0.0872380922732574	0.00727005306331175
OG0001438	YJR013W	GPI14	P47088	W0T6U1	Q6CGA3	0	0	0
OG0002477	YDR487C	RIB3	Q99258	W0TFQ0	Q6CF99	0.00156030754804246	0.0105937318435579	0
OG0003365	YNR033W	ABZ1	P37254	W0TGU3	Q6CHS7	0	0	0
OG0002276	YPL206C	PGC1	Q08959	W0TCM6	Q6C2F9	0	0	0
OG0001128	YDR047W	HEM12	P32347	W0T965	Q6CDC5	0	0	0
OG0000585	YIR032C	DAL3	P32459	W0T4W6	Q6C2M0	0	0	0
OG0000912	YBR213W	MET8	P15807	W0T3A2	Q6C695	0	0	0
OG0001172	YPR160W	GPH1	P06738	W0T9E2	Q6C2Y0	0	1	0
OG0001001	YNL277W	MET2	P08465	W0T2B8	Q6C7H3	0	0	0
OG0000871	YOR278W	HEM4	P06174	W0T4H7	Q6C2A4	0	0	0
OG0002216	YGL012W	ERG4	P25340	W0TAM6	Q6C8J1	0	0	0.29083779759537
OG0001635	YGR175C	ERG1	P32476	W0TBM3	Q6C5R8	1	0.908952413405454	0
OG0002490	YMR226C	YMR226C	Q05016	W0TC15	Q6CCQ8	0	0	0
OG0002519	YHR074W	QNS1	P38795	W0TDW1	Q6CGE0	0	0	0
OG0001777	YDR297W	SUR2	P38992	W0T8H6	Q6C5K3	0	0	0
OG0002088	YGR019W	UGA1	P17649	W0T9B9	Q6C5G6	0.0681385572112469	0.494277645664942	0
OG0002968	YHR100C	GEP4	P38812	W0TCN2	Q6CH12	0	0	0
OG0002078	YOR176W	HEM15	P16622	W0T997	Q6C140	0	0	0
OG0003361	YER061C	CEM1	P39525	W0TEG5	Q6BZV1	0	0	0
OG0001123	YER178W	PDA1	P16387	W0T5D1	Q6C0Y7	0.352727715044491	0.11388724085818	0.0818122963106122
OG0001962	YKR097W	PCK1	P10963	W0TD31	Q6CBN4	0	0	0
OG0002618	YLR142W	PUT1	P09368	W0TBY7	Q6CF75	0	0	0
OG0003040	YMR281W	GPI12	P23797	W0THS8	Q6C513	0	0	0
OG0001774	YHR037W	PUT2	P07275	W0TC82	Q6CF74	0	0	0.122656590759559
OG0001138	YOR241W	MET7	Q08645	W0T5F5	Q6C4Q7	0	0	0
OG0001174	YER026C	CHO1	P08456	W0T5M1	Q6C9T5	0.0133132102062828	0	0.00229475970530398
OG0000584	YBR166C	TYR1	P20049	W0T6M2	Q6C1B7	0.724582844557064	0	0
OG0001700	YLL031C	GPI13	Q07830	W0T7J7	Q6C664	0	0	0
OG0000958	YOL096C	COQ3	P27680	W0T302	Q6CEG2	0	0	0
OG0002101	YKR031C	SPO14	P36126	W0TA07	Q6C5D8	0	0	0
OG0003468	YBL033C	RIB1	P38066	W0TEX6	Q6C7A9	0	0	0
OG0001859	YOL052C	SPE2	P21182	W0T8B6	Q6C579	0	0	0
OG0003269	YFL045C	SEC53	P07283	W0TE22	Q6C985	1	0.0579565040306619	0.0187920351180556
OG0000776	YGR264C	MES1	P00958	W0T3X2	Q6BZY8	0.882223135938229	0	0
OG0001356	YHR007C	ERG11	P10614	W0TA79	Q6CFP4	0.351456012339648	0.908952413405454	0.0687614519369032
OG0000679	YBR023C	CHS3	P29465	W0T5D7	Q6CAU0	0	0	0
OG0002746	YLR377C	FBP1	P09201	W0TF96	Q6CGV1	0	0	0
OG0000619	YBR196C	PGI1	P12709	W0T4R5	Q6C2I1	0.0242372840923286	0.00555880744829844	0.0117202372523815
OG0000911	YGL055W	OLE1	P21147	W0T4Z7	Q6CCW6	0	0	0.989999999999997
OG0002657	YDR196C	CAB5	Q03941	W0TC58	Q6C296	0	0	0
OG0001028	YDR531W	CAB1	Q04430	W0T3N4	Q6C7T7	0	0	0
OG0002844	YFL022C	FRS2	P15625	W0TD76	Q6C8V7	0.000855890029489652	0	0
OG0002711	YDL141W	BPL1	P48445	W0TEP9	Q6C416	0	0	0
OG0001238	YOL033W	MSE1	P48525	W0T9R1	Q6C5H9	0	0	0
OG0001653	YJL005W	CYR1	P08678	W0T7C4	Q6CE40	0	0	0
OG0002476	YOL097C	WRS1	Q12109	W0TD16	Q6CFA0	0.293661532936792	0	0
OG0001007	YDR502C	SAM2	P19358	W0T4F1	Q6CEM5	0	0.129455433889941	0.0497384585704069
OG0002857	YOL064C	MET22	P32179	W0TDX5	Q6C055	0.0326761132460508	0.022492761246817	0.158827529980297
OG0002366	YJL068C	YJL068C	P40363	W0TD40	Q6CBB1	0	0	0
OG0002837	YKL035W	UGP1	P32861	W0TEV0	Q6CI26	0.197119396161048	0.313928797129456	0.00899802212982768
OG0001629	YGR171C	MSM1	P22438	W0T9L1	Q6CAE1	0	0	0
OG0000963	YCR036W	RBK1	P25332	W0T6Q9	Q6CEK6	0	0	0
OG0001193	YGR155W	CYS4	P32582	W0T7F7	Q6C6J2	0.0007358472810799	0	0.00482102871160479
OG0001602	YJL100W	LSB6	P42951	W0T7R3	Q6CI19	0	0	0
OG0003089	YIL094C	LYS12	P40495	W0TI04	Q6C9K0	0.0620381123104584	0.0182521567658019	0.0292463961673779
OG0002593	YFR030W	MET10	P39692	W0TCH5	Q6C5P4	0.00146361819336829	0.0045889511175594	0.00445252546830701
OG0003483	YDR481C	PHO8	P11491	W0TFS9	Q6C1F6	0	0	0
OG0001556	YKL001C	MET14	Q02196	W0T7J3	Q6C7J1	0.0268913946791401	0	0.138809150645802
OG0000689	YLR420W	URA4	P20051	W0T4C3	Q6C0P7	0.990000000000001	0	0.463318673270665
OG0003193	YBR115C	LYS2	P07702	W0TGV0	Q6C6T5	0.0799231926517386	0.0244033234776301	0.00892866353963857
OG0002122	YGL037C	PNC1	P53184	W0T9K9	Q6CG92	0	0	0
OG0003260	YPL160W	CDC60	P26637	W0TEU3	Q6C4Q2	0.0539671943110842	0	0
OG0003300	YBL039C	URA7	P28274	W0TIH4	Q6CFN6	0	0.0459711239436586	0.0366586706380855
OG0002699	YIL125W	KGD1	P20967	W0TDY2	Q6C3M8	0.555485490131062	1	0.0140877260813666
OG0002771	YMR015C	ERG5	P54781	W0TF60	Q6CGM4	0	0	0.99
OG0001959	YGL245W	GUS1	P46655	W0TD23	Q6C4A4	0.494461109197895	0	0
OG0000920	YOR184W	SER1	P33330	W0T2P5	Q6C2N1	1	0	0.971706705472905
OG0002747	YDL052C	SLC1	P33333	W0TDL8	Q6C5D5	1	0	0.00804817447114932
OG0001713	YBL011W	SCT1	P32784	W0T7L9	Q6CDI7	0	0	0.989999999999996
OG0003206	YPR060C	ARO7	P32178	W0THU4	Q6C5J7	0	0	0.0051151387624237
OG0001363	YHR011W	DIA4	P38705	W0T5X5	Q6CFL2	0	0	0
OG0002705	YNL073W	MSK1	P32048	W0TFK4	Q6C814	0	0	0
OG0003041	YMR278W	PRM15	Q03262	W0TFF9	Q6C7B1	0	1	0
OG0002471	YJL155C	FBP26	P32604	W0TBA6	Q6C5J2	0	0	0
OG0002379	YOR335C	ALA1	P40825	W0TCJ3	Q6CFS9	0.0147189914584819	0	0
OG0001166	YNR043W	MVD1	P32377	W0T9D3	Q6C2S1	0.209426596295123	0.908952413405454	0.264146105969032
OG0002777	YGL248W	PDE1	P22434	W0TDH3	Q6C3S3	0	0	0
OG0001597	YCL009C	ILV6	P25605	W0T8S2	Q6CCG2	0	0.258413635650381	0
OG0001493	YOR236W	DFR1	P07807	W0T6I8	Q6CC38	0	0	0
OG0002454	YDR019C	GCV1	P48015	W0TBW1	Q6C340	0.0384963384864418	0	0.0456935830375901
OG0001707	YLR305C	STT4	P37297	W0TBX3	Q6C4B9	0	0	0
OG0001476	YNL169C	PSD1	P39006	W0TAT2	Q6C893	0	0	0
OG0003014	YKR043C	SHB17	P36136	W0TD95	Q6C9Q2	0	0	0
OG0002144	YMR041C	ARA2	Q04212	W0TE16	Q6BZU5	0	0	0
OG0001881	YOR360C	PDE2	P06776	W0TA32	Q6CHK1	0	0	0
OG0002098	YBR153W	RIB7	P33312	W0TDQ2	Q6CA24	0	0	0
OG0000664	YHR104W	GRE3	P38715	W0T4K1	Q6C9X2	0	0	0
OG0000945	YAR035W	YAT1	P80235	W0T462	Q6C0W4	0	0	0
OG0001079	YHR025W	THR1	P17423	W0T8X3	Q6C1T8	0.0514036976028005	0	0.0484919471578314
OG0002422	YLR438W	CAR2	P07991	W0TB47	Q6CD21	0	0	0
OG0002355	YJL060W	BNA3	P47039	W0TD28	Q6C490	0.00142059765750952	0	0.0010764049533279
OG0003323	YPR033C	HTS1	P07263	W0TF43	Q6C624	0.0142365319241374	0	0
OG0000712	YDR062W	LCB2	P40970	W0T5Y3	Q6C1K9	0	0	0
OG0002608	YLR133W	CKI1	P20485	W0TEA1	Q6C5L9	0	0	0
OG0002236	YPR184W	GDB1	Q06625	W0TCG5	Q6CGI3	0	0	0
OG0003253	YHL032C	GUT1	P32190	W0TI27	Q6C3E1	0	0	0
OG0002765	YJR105W	ADO1	P47143	W0TF72	Q6C0M3	0.0149354856700769	0.00837152423629296	0.00394792296195917
OG0002494	YDL171C	GLT1	Q12680	W0TD39	Q6CDZ4	0	0	0
OG0003427	YPR140W	TAZ1	Q06510	W0TJ01	Q6CBZ7	0	0	0
OG0001057	YGL026C	TRP5	P00931	W0T8T6	Q6C0G7	0.000118338545226583	0.00604139336277455	0.990063195523118
OG0000598	YPL097W	MSY1	P48527	W0T8L0	Q6C474	0	0	0
OG0002770	YMR013C	SEC59	P20048	W0TEB9	Q6C5D6	0	0	0
OG0002570	YGR094W	VAS1	P07806	W0TCE4	Q6C109	0.0270484416881287	0	0
OG0000785	YHR183W	GND1	P38720	W0T3V9	Q6CEH4	0.139033221827573	0.113704017493832	0
OG0003116	YIL116W	HIS5	P07172	W0TI35	Q6C7F4	0.000187027591236821	0.000604359691655558	0.000286947993838452
OG0003407	YLR209C	PNP1	Q05788	W0TEM5	Q6BZX6	0	0	0
OG0000873	YMR220W	ERG8	P24521	W0T3G4	Q6C6U3	1	0	0
OG0001186	YBR221C	PDB1	P32473	W0T7E5	Q6C4G4	0.249117174174335	0.069158250969822	0.149829007856003
OG0002187	YKL060C	FBA1	P14540	W0T9W3	Q6C4K5	0.0715995075302244	0.0493553582808018	0.117871288244239
OG0003214	YER090W	TRP2	P00899	W0TGZ5	Q6C5V8	0.300439852024948	0.364205187893526	0.990063195523119
OG0000659	YDR268W	MSW1	P04803	W0T8B7	Q6CBI6	0	0	0
OG0002235	YPR183W	DPM1	P14020	W0TAQ9	Q6CA34	0.0493000907625158	0	0.0143870911781858
OG0001115	YKL104C	GFA1	P14742	W0T6B9	Q6CDT1	0	0	0.0153624511704089
OG0000733	YCR024C	SLM5	P25345	W0T5U7	Q6C700	0	0	0
OG0002744	YNR008W	LRO1	P40345	W0TG07	Q6C5M4	0	0	0
OG0002791	YDR248C	YDR248C	Q03786	W0TF23	Q6C2H6	0	0	0
OG0001477	YHR144C	DCD1	P06773	W0T704	Q6CAZ2	0	0	0
OG0000802	YHR018C	ARG4	P04076	W0T3S7	Q6C7P9	0.00019050472860361	0	0.000342254321516694
OG0001692	YER170W	ADK2	P26364	W0T7I7	Q6C0A1	0	0	0
OG0002976	YGR208W	SER2	P42941	W0TGZ0	Q6CDX6	0.0579265019746014	0	0
OG0002656	YLR240W	VPS34	P22543	W0TGI7	Q6C299	0	0	0
OG0002333	YPL110C	GDE1	Q02979	W0TCY9	Q6C3R1	0	0	0
OG0003227	YBL076C	ILS1	P09436	W0TH20	Q6CIA2	0.0131112586981453	0	0
OG0001078	YHR026W	VMA16	P23968	W0T656	Q6C2A7	0	0	0
OG0001916	YML042W	CAT2	P32796	W0TCX6	Q6CF46	0	0	0
OG0001205	YFL030W	AGX1	P43567	W0T562	Q6C5N1	0.0465733543997231	0.99009900990099	0.000233451042463831
OG0002255	YJR137C	MET5	P47169	W0TBW6	Q6C9H5	0.00110957504180562	0.00124882997358388	0.00300470718043159
OG0002786	YPL040C	ISM1	P48526	W0THS6	Q6CCB9	0	0	0
OG0000882	YDR400W	URH1	Q04179	W0T754	Q6C307	0	0	0
OG0002609	YDR148C	KGD2	P19262	W0TBX1	Q6C5L8	1	0.263754806563799	0.0590460061468289
OG0000813	YOR074C	CDC21	P06785	W0T5E0	Q6CCB3	0.00384954170013993	0	0
OG0001974	YNR050C	LYS9	P38999	W0T9F4	Q6C844	0.00161958253959144	0.00155230116477585	0.000759077091827492
OG0002502	YDL168W	SFA1	P32771	W0TFU0	Q6C297	0	0	1
OG0002703	YNL071W	LAT1	P12695	W0TER0	Q6C812	0.771962075782336	0	0.150529423595894
OG0001575	YMR108W	ILV2	P07342	W0T7M0	Q6CDI5	0.208649867715957	0.735796991125885	0.407898098055942
OG0001184	YGL125W	MET13	P53128	W0T9G2	Q6CG63	0.0406846278599683	0.00371562606793241	0.0553380422199662
OG0003076	YIL083C	CAB2	P40506	W0TJU3	Q6CCS2	0	0	0
OG0001087	YKL152C	GPM1	P00950	W0T6W1	Q6CFX7	0.0422270778132818	0.0802671659096094	0.0364961655158016
OG0002093	YNL192W	CHS1	P08004	W0TBP1	Q6C7R6	0	0	0
OG0003460	YPR047W	MSF1	P08425	W0TEW5	Q6CBI1	0	0	0
OG0000835	YJL167W	ERG20	P08524	W0T5C0	Q6C6W3	0.346895687752422	0.654276532439988	0.184416762513901
OG0001858	YMR250W	GAD1	Q04792	W0TAN7	Q6C2F2	0.105714692625016	0.100704121622073	0
OG0002855	YOL066C	RIB2	Q12362	W0TER8	Q6C1Z1	0	0	0
OG0000981	YDR058C	TGL2	P54857	W0T4J5	Q6C3X3	0	0	0
OG0002868	YNL129W	NRK1	P53915	W0TD38	Q6CEL5	0	0	0
OG0001627	YGR170W	PSD2	P53037	W0TBL5	Q6CAE7	0	0	0
OG0003515	YKR009C	FOX2	Q02207	W0TJE4	F2Z6I5	0	0	0
OG0001241	YAL012W	CYS3	P31373	W0T5D8	Q6C2Q9	0.00889306253335042	0	0.0930762455067919
OG0000773	YGR267C	FOL2	P51601	W0T3X8	Q6CHC2	0	0	0
OG0000593	YBR176W	ECM31	P38122	W0T6K8	Q6CE35	0	0	0
OG0000917	YLR299W	ECM38	Q05902	W0T4A4	Q6CC93	0	0	0
OG0001371	YOR136W	IDH2	P28241	W0T7K3	Q6CA33	0.302002471424016	0	0
OG0000991	YNL267W	PIK1	P39104	W0T2U3	Q6CFY9	0	0	0
OG0002386	YOR323C	PRO2	P54885	W0TD69	Q6C421	0.00791737918759335	0	0
OG0002647	YLR245C	CDD1	Q06549	W0TGH7	Q6C8T8	0	0	0
OG0002573	YPR113W	PIS1	P06197	W0TDE8	Q6C104	0	0	0
OG0001903	YLR354C	TAL1	P15019	W0TCV6	Q6C1K2	0	0.120753001990926	0.00156857110847315
OG0002914	YLL057C	JLP1	Q12358	W0TCW2	Q6C0P5	0	0	0
OG0003208	YPR062W	FCY1	Q12178	W0TGY4	Q6C0Q9	0	0	0
OG0001301	YDR354W	TRP4	P07285	W0T5M3	Q6C7L2	0.1965623659411	0	0
OG0002767	YHR137W	ARO9	P38840	W0THV6	Q6CCZ6	0.13344458193701	0	0
OG0001379	YOR128C	ADE2	P21264	W0T8A8	Q6CDK7	0.00936168005919698	0.0361633548377602	0.0598076192170831
OG0001248	YOL049W	GSH2	Q08220	W0T717	Q6CBL1	0	0	0
OG0001914	YDR408C	ADE8	P04161	W0T966	Q6CAG1	0.228947343117409	0	0
OG0001523	YKL211C	TRP3	P00937	W0TB78	Q6C9H7	0.307073217755839	0.399054453872697	0.491990148484953
OG0003417	YPR167C	MET16	P18408	W0TIY9	Q6CFD3	0	0	0
OG0000980	YGR255C	COQ6	P53318	W0T2F2	F2Z6J4	0	0	0
OG0001610	YJL088W	ARG3	P05150	W0T8T9	Q6C924	0.00514033349258242	0.0117349572498317	0.013874815802601
OG0001195	YGL040C	HEM2	P05373	W0T6R3	Q6C0Y3	2.0834756455745e-05	5.08970918756696e-06	0
OG0003135	YGR277C	CAB4	P53332	W0TI58	Q6C8I1	0	0	0
OG0000592	YPL104W	MSD1	P15179	W0T8M0	Q6C0A5	0	0	0
OG0002692	YNL241C	ZWF1	P11412	W0TCY6	Q6C4Y7	0.025660259042804	0.429840231991829	0
OG0001328	YLR060W	FRS1	P15624	W0T827	Q6C4X4	0.00110773013254682	0	0
OG0001941	YER043C	SAH1	P39954	W0T8N1	Q6C211	0.281469515889019	0.111233003392671	0.0302689695287624
OG0000942	YAR015W	ADE1	P27616	W0T4U6	Q6C3Q2	0.00310242304347614	0.00936552175297091	0.0086123714022582
OG0001487	YFL017C	GNA1	P43577	W0T8T2	Q6C8F2	0	0	0
OG0001277	YBR248C	HIS7	P33734	W0T7V7	Q6CCR8	0.00233202709115831	0.0282660800591001	0.0206290146118744
OG0003047	YGR194C	XKS1	P42826	W0TFH3	Q6C246	0	0	0
OG0002040	YDR044W	HEM13	P11353	W0TDD9	Q6C438	0.000770167655653826	0.000109090209558635	0
OG0001406	YDL103C	QRI1	P43123	W0T8F2	Q6C776	0	0.189466808835764	0.413666153276151
OG0000752	YDR023W	SES1	P07284	W0T5Q1	Q6C350	0.105927477529797	0	0
OG0001966	YIL155C	GUT2	P32191	W0T8R1	Q6CEQ0	0	0	0
OG0001216	YOR311C	DGK1	Q12382	W0T576	Q6C158	0	0	0
OG0003023	YPL268W	PLC1	P32383	W0TJL8	Q6CD33	0	0	0
OG0002482	YGR061C	ADE6	P38972	W0TBC7	Q6BZY1	0.106893249669012	0.224594084569271	0.136050442666432
OG0002793	YPL023C	MET12	P46151	W0THR2	Q6CEM7	0	0	0
OG0002513	YMR189W	GCV2	P49095	W0TBH5	Q6CHE0	0.09755991877291	0	0.0937204884148236
OG0002969	YGR202C	PCT1	P13259	W0TF09	Q6C8N4	0	0	0
OG0001566	YGR110W	CLD1	P53264	W0TBC3	Q6C8Q4	0	0	0
OG0002806	YPL188W	POS5	Q06892	W0TEZ5	Q6C5H7	0	0	0
OG0002741	YML004C	GLO1	P50107	W0TFA2	Q6C4S7	0	0	0
OG0000939	YIR027C	DAL1	P32375	W0T6W8	Q6C0N2	0	0	0
OG0002491	YER086W	ILV1	P00927	W0TDS0	Q6CAI4	0.00424988518420059	0.0316324848321827	0.0372481387945753
OG0000678	YBR038W	CHS2	P14180	W0T4E8	Q6CEE3	0	0	0
OG0002679	YDL238C	GUD1	Q07729	W0TC97	Q6C4L7	0	0	0
OG0001902	YLR355C	ILV5	P06168	W0TAV6	Q6CAF8	0.112337733548046	0.0501909553251837	0.936335605565626
OG0002450	YJR057W	CDC8	P00572	W0TBV7	Q6CC22	0	0	0
OG0002176	YKL024C	URA6	P15700	W0TE67	Q6C2B0	0.00267089416312015	0	0
OG0002299	YDR454C	GUK1	P15454	W0TAZ8	Q6CBQ9	5.45679993900771e-05	0	0
OG0002732	YIL078W	THS1	P04801	W0TDP3	Q6C234	0.369081928805141	0	0
OG0003028	YEL058W	PCM1	P38628	W0TFE1	Q6C454	0	0.71138932400477	0.79663079799017
OG0000647	YEL027W	VMA3	P25515	W0T8D8	Q6C0I1	0	0	0
OG0001386	YOR125C	CAT5	P41735	W0T8B8	Q6C5T9	0	0	0
OG0000798	YCL004W	PGS1	P25578	W0T5G3	Q6C5Y3	0	0	0
OG0000625	YPL069C	BTS1	Q12051	W0T8G7	Q6C8T9	0	0	0
OG0001399	YOL143C	RIB4	P50861	W0T644	Q6CH62	0.000845639534231928	0	0
OG0002606	YJL153C	INO1	P11986	W0TBW7	Q6CFS3	0.127963221539045	0	0
OG0001510	YOR209C	NPT1	P39683	W0TAZ2	Q6CG74	0	0	0
OG0001223	YBR018C	GAL7	P08431	W0T9M7	Q6C0K3	0	0	0
OG0000671	YLL018C	DPS1	P04802	W0T3Y8	Q6C868	0.0786881489229464	0	0
OG0000937	YDL015C	TSC13	Q99190	W0T472	Q6CHU1	0	0	0
OG0001665	YKR069W	MET1	P36150	W0T805	Q6CI67	0	0	0
OG0002396	YDR208W	MSS4	P38994	W0TCL8	Q6C0L8	0	0	0
OG0001601	YJL101C	GSH1	P32477	W0TBI3	Q6C433	0	0	0
OG0001464	YDL215C	GDH2	P33327	W0T6D8	Q6C6H1	0	0	0
OG0002592	YBR256C	RIB5	P38145	W0TE72	Q6CDE7	0.908395787961952	0.828052473638292	0
OG0002261	YIR029W	DAL2	P25335	W0TCK2	Q6C8N1	0	0	0
OG0002463	YBR035C	PDX3	P38075	W0TBW9	Q6C946	0	0	0
OG0000809	YKR080W	MTD1	Q02046	W0T5E4	Q6CEX7	0	1	0
OG0001980	YGL001C	ERG26	P53199	W0T9G1	Q6CB38	6.36444843400066e-05	0	0.0150411963089727
OG0002710	YDL142C	CRD1	Q07560	W0TG99	Q6C0K8	0	0	0
OG0000633	YHR128W	FUR1	P18562	W0T443	Q6BZS4	0	0	0
OG0001775	YDR294C	DPL1	Q05567	W0TA77	Q6C4B5	0	0	0
OG0002286	YPL214C	THI6	P41835	W0TCN8	Q6CBT9	0	0	0
OG0001559	YLR359W	ADE13	Q05911	W0T7J6	Q6CE97	0.101810185559377	0.0810543294486158	0.152543105686439
OG0002343	YOR202W	HIS3	P06633	W0TAM2	Q6C3L0	0.000723942713452934	0	0.00376792723904459
OG0001207	YLR056W	ERG3	P32353	W0T7I0	Q6C8C2	0	0.908952413405454	0.99
OG0000951	YOL061W	PRS5	Q12265	W0T453	Q6CG51	0.91118653906858	0	0
OG0002335	YPL111W	CAR1	P00812	W0TCC3	Q6C6P6	0	0	0
OG0001850	YHR063C	PAN5	P38787	W0T8X9	Q6C0X8	0	0	0
OG0000801	YHR019C	DED81	P38707	W0T5F9	Q6C6Z7	0.0613524547902769	0	0
OG0001721	YHR072W	ERG7	P38604	W0T9Z7	Q6C2X2	0	0	0.844752600683037
OG0003198	YBR121C	GRS1	P38088	W0THS3	Q6C5W5	1	0	0
OG0002758	YER023W	PRO3	P32263	W0TED6	Q6CEN0	0.0012306501997043	0	0.00134252758967799
OG0000694	YKL194C	MST1	P07236	W0T5B1	Q6CHF9	0	0	0
OG0002612	YDR158W	HOM2	P13663	W0TBX9	Q6C968	0.00353870589740174	1	0.990060926826266
OG0000699	YML054C	CYB2	P00175	W0T5A6	Q6C538	0	0	0
OG0003385	YPL234C	VMA11	P32842	W0TIU1	Q6C3X5	0	0	0
OG0003347	YNL316C	PHA2	P32452	W0TF75	Q6CEA0	0	0	0
OG0002266	YLR410W	VIP1	Q06685	W0TA84	Q6CES1	0	0	0
OG0003501	YDL045C	FAD1	P38913	W0TF41	Q6C7T3	0	0	0
OG0000648	YEL029C	BUD16	P39988	W0T6D2	Q6CHH8	0	0	0
OG0001012	YCL030C	HIS4	P00815	W0T294	Q6CGV2	0.00608632043545453	0.385913127935741	0.0393804321390121
OG0002633	YDR173C	ARG82	P07250	W0TCN9	Q6CF09	0	0	0
OG0001578	YMR113W	FOL3	Q12676	W0T9D6	Q6CHD4	0	0	0
OG0003064	YGL148W	ARO2	P28777	W0TGD1	Q6C8Q1	0.882224633125367	0.99009900990099	0
OG0002252	YJR139C	HOM6	P31116	W0TAS9	Q6CAP2	0.0165838823735375	0.0184257716603328	0.0681250569166762
OG0003180	YNL280C	ERG24	P32462	W0TG18	Q6CDK2	0	0	0
OG0001632	YJL026W	RNR2	P09938	W0TBL9	Q6CFU6	0.0597838063227836	0	0
OG0003444	YER014W	HEM14	P40012	W0TH65	Q6C826	0	0	0
OG0003217	YER091C	MET6	P05694	W0TKF9	Q6C638	0.0359050407952572	0.0738940184993001	0.0905646929169041
OG0000799	YFR025C	HIS2	P38635	W0T4S5	Q6C6Z5	0	0	0
OG0000800	YHR020W	YHR020W	P38708	W0T382	Q6C6Z6	0.116655907710102	0	0
OG0002015	YLR027C	AAT2	P23542	W0T8Z5	Q6BZZ9	0.00535082675311114	0.0636736288196205	2.70532379748581e-06
OG0001369	YOR142W	LSC1	P53598	W0T883	Q6C4S9	0.0227961669828916	0.0012118955362918	0.0283086322450101
OG0002542	YER003C	PMI40	P29952	W0TDA2	Q6CE59	0.0237783755498246	0.0117928640207745	0.0017366257366547
