rxns	rxnNames	grRules	subSystems	Std_GEM	Std_ecM	Std_ecP	HiT_GEM	HiT_ecM	HiT_ecP	LpH_GEM	LpH_ecM	LpH_ecP	Osm_GEM	Osm_ecM	Osm_ecP
r_0015	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)	YBR153W	sce00740  Riboflavin metabolism	9.60340324393428e-05	9.61098388032777e-05	9.89901e-05	9.89900971355383e-05	9.998990001e-05	9.89901e-05	9.89900971355383e-05	9.998990001e-05	9.89901e-05	9.89900971355383e-05	9.998990001e-05	9.89901e-05
r_0016	2-aceto-2-hydroxybutanoate synthase	(YCL009C and YMR108W) or YMR108W	sce00290  Valine, leucine and isoleucine biosynthesis//sce00650  Butanoate metabolism//sce00660  C5-Branched dibasic acid metabolism//sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0214718335651893	0.0233574090872637	0.0203429228983093	0.0221327672732967	0.024300373699602	0.0203429228983093	0.0221327672732967	0.024300373699602	0.0214383357446492	0.0221327672732967	0.024300373699602	0.0282842649616158
r_0017	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	YNL256W	sce00790  Folate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0018	2-aminoadipate transaminase	YER152C or YGL202W or YJL060W	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis//sce00270  Cysteine and methionine metabolism//sce00300  Lysine biosynthesis//sce00350  Tyrosine metabolism//sce00360  Phenylalanine metabolism//sce00380  Tryptophan metabolism//sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0318901843794449	0.03469060361443	0.030213491058243	0.0328718098074804	0.036091101908862	0.030213491058243	0.0328718098074804	0.036091101908862	0.0318404080162149	0.0328718098074804	0.036091101908862	0.0420080433268405
r_0019	2-dehydropantoate 2-reductase	YHR063C	sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites	0	0	0	0	0	0	0	0	0	0	0	0
r_0020	2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	YDR035W or YBR249C	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01230  Biosynthesis of amino acids	0.0294499514807471	0.032036040158619	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0294040213044096	0.0303564630544633	0.0333293707705959	0.0387936423525084
r_0021	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	YDR204W and YGL119W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis//sce01110  Biosynthesis of secondary metabolites	0	0	0	0	0	0	0	0	0	0	0	0
r_0022	2-hexaprenyl-6-methoxyphenol monooxygenase	YDR204W and YGL119W and YGR255C and YLR201C and YML110C and YOL096C and YOR125C	sce00130  Ubiquinone and other terpenoid-quinone biosynthesis//sce01110  Biosynthesis of secondary metabolites	0	0	0	0	0	0	0	0	0	0	0	0
r_0023	2-isopropylmalate hydratase	YGL009C	sce00290  Valine, leucine and isoleucine biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	-0.0330267345183633	-0.035926925631763	-0.0312902368665854	-0.0340433445831548	-0.037377335622627	-0.0312902368665854	-0.0340433445831548	-0.037377335622627	-0.0329751337518567	-0.0340433445831548	-0.037377335622627	-0.0435051223794282
r_0024	2-isopropylmalate synthase	YNL104C or YOR108W	sce00290  Valine, leucine and isoleucine biosynthesis//sce00620  Pyruvate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0025	2-isopropylmalate synthase	YNL104C	sce00290  Valine, leucine and isoleucine biosynthesis//sce00620  Pyruvate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0330267345183633	0.035926925631763	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0329751337518567	0.0340433445831548	0.037377335622627	0.0435051223794282
r_0026	2-keto-4-methylthiobutyrate transamination	YHR208W or YJR148W or YGL202W or YHR137W		0	0	0	0	0	0	0	0	0	0	0	0
r_0027	2-methylcitrate dehydratase	YDR234W	sce00300  Lysine biosynthesis//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0318901843794449	0.03469060361443	0.030213491058243	0.0328718098074804	0.036091101908862	0.030213491058243	0.0328718098074804	0.036091101908862	0.0318404080162149	0.0328718098074804	0.036091101908862	0.0420080433268405
r_0028	2-methylcitrate synthase	YPR001W	sce00020  Citrate cycle (TCA cycle)//sce00630  Glyoxylate and dicarboxylate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	YJR148W	sce00270  Cysteine and methionine metabolism//sce00280  Valine, leucine and isoleucine degradation//sce00290  Valine, leucine and isoleucine biosynthesis//sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0330267345183633	0.035926925631763	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0329751337518567	0.0340433445831548	0.037377335622627	0.0435051223794282
r_0030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	YHR208W	sce00270  Cysteine and methionine metabolism//sce00280  Valine, leucine and isoleucine degradation//sce00290  Valine, leucine and isoleucine biosynthesis//sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0032	3',5'-bisphosphate nucleotidase	YOL064C	sce00920  Sulfur metabolism//sce01130  Biosynthesis of antibiotics	0.00638472289468689	0.00694539206321565	0.00604903590292066	0.00658125378550307	0.0072257852742075	0.00604903590292065	0.00658125378550307	0.0072257852742075	0.00637476056250637	0.00658125378550307	0.0072257852742075	0.00841042042462608
r_0033	3',5'-cyclic-nucleotide phosphodiesterase	YGL248W or YOR360C	sce00230  Purine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0034	3',5'-cyclic-nucleotide phosphodiesterase	YOR360C	sce00230  Purine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0035	3',5'-cyclic-nucleotide phosphodiesterase	YOR360C	sce00230  Purine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0036	3',5'-cyclic-nucleotide phosphodiesterase	YOR360C	sce00230  Purine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0037	3',5'-cyclic-nucleotide phosphodiesterase	YOR360C	sce00230  Purine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0038	3,4-dihydroxy-2-butanone-4-phosphate synthase	YDR487C	sce00740  Riboflavin metabolism//sce01110  Biosynthesis of secondary metabolites	0.000192068064878686	0.000192219677606555	0.0001979802	0.000197980194271077	0.00019997980002	0.0001979802	0.000197980194271077	0.00019997980002	0.0001979802	0.000197980194271077	0.00019997980002	0.0001979802
r_0039	3-dehydroquinate dehydratase	YDR127W	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01230  Biosynthesis of amino acids	0.0294499514807471	0.032036040158619	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0294040213044096	0.0303564630544633	0.0333293707705959	0.0387936423525084
r_0040	3-dehydroquinate synthase	YDR127W	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01230  Biosynthesis of amino acids	0.0294499514807471	0.032036040158619	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0294040213044096	0.0303564630544633	0.0333293707705959	0.0387936423525084
r_0041	3-dehydrosphinganine reductase	YBR265W	sce00600  Sphingolipid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0042	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	YBR249C or YDR035W	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0043	3-hexaprenyl-4,5-dihydroxybenzoate hydroxylase	YPL252C or YDR376W		0	0	0	0	0	0	0	0	0	0	0	0
r_0044	3-hexaprenyl-4-hydroxy-5-methoxybenzoate decarboxylase	YDR538W and YDR539W		0	0	0	0	0	0	0	0	0	0	0	0
r_0045	3-hydroxy-L-kynurenine hydrolase	YLR231C	sce00380  Tryptophan metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0057	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	YKR009C		0	0	0	0	0	0	0	0	0	0	0	0
r_0058	3-hydroxyanthranilate 3,4-dioxygenase	YJR025C	sce00380  Tryptophan metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0059	3-isopropylmalate 3-methyltransferase	YER175C		0	0	0	0	0	0	0	0	0	0	0	0
r_0060	3-isopropylmalate dehydratase	YGL009C	sce00290  Valine, leucine and isoleucine biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	-0.0330267345183633	-0.035926925631763	-0.0312902368665854	-0.0340433445831548	-0.037377335622627	-0.0312902368665854	-0.0340433445831548	-0.037377335622627	-0.0329751337518567	-0.0340433445831548	-0.037377335622627	-0.0435051223794282
r_0061	3-isopropylmalate dehydrogenase	YCL018W	sce00290  Valine, leucine and isoleucine biosynthesis//sce00660  C5-Branched dibasic acid metabolism//sce01110  Biosynthesis of secondary metabolites//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0330267345183633	0.035926925631763	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0312902368665854	0.0340433445831548	0.037377335622627	0.0329751337518567	0.0340433445831548	0.037377335622627	0.0435051223794282
r_0062	3-methyl-2-oxobutanoate decarboxylase	YGR087C or YLR044C or YLR134W	Gluconeogenesis//sce00010  Glycolysis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics	0	0	0	0	0	0	0	0	0	0	0	0
r_0063	3-methyl-2-oxobutanoate hydroxymethyltransferase	YBR176W	sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites	0	0	0	0	0	0	0	0	0	0	0	0
r_0064	3-methyl-2-oxopentanoate decarboxylase	YDL080C or YGR087C or YLR044C or YLR134W	Gluconeogenesis//sce00010  Glycolysis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics	0	0	0	0	0	0	0	0	0	0	0	0
r_0065	3-phosphoshikimate 1-carboxyvinyltransferase	YDR127W	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01230  Biosynthesis of amino acids	0.0294499514807471	0.032036040158619	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0279015939213074	0.0303564630544633	0.0333293707705959	0.0294040213044096	0.0303564630544633	0.0333293707705959	0.0387936423525084
r_0066	4-amino-4-deoxychorismate synthase	YNR033W	sce00790  Folate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0
r_0067	4-aminobenzoate synthase	YMR289W		0	0	0	0	0	0	0	0	0	0	0	0
r_0068	4-aminobutyrate transaminase	YGR019W	sce00250  Alanine, aspartate and glutamate metabolism//sce00280  Valine, leucine and isoleucine degradation//sce00410  beta-Alanine metabolism//sce00640  Propanoate metabolism//sce00650  Butanoate metabolism	0	0	0	0	0	0	0	0	0.0120759040250186	0	0	0
r_0069	4-hydroxy-L-threonine synthase	YCR053W	sce00260  Glycine, serine and threonine metabolism//sce00750  Vitamin B6 metabolism//sce01110  Biosynthesis of secondary metabolites//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0070	4-hydroxybenzoate formation			0	0	0	0	0	0	0	0	0	0	0	0
r_0072	4-methyl-2-oxopentanoate decarboxylase	YDL080C	Gluconeogenesis//sce00010  Glycolysis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics	0	0	0	0	0	0	0	0	0	0	0	0
r_0073	4PP-IP5 depyrophosphorylation to IP6	YLR410W or YOR163W		0	0	0	0	0	0	0	0	0	0	0	0
r_0074	4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	YDR017C	sce04070  Phosphatidylinositol signaling system//sce04138  Autophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0
r_0075	5'-methylthioadenosine phosphorylase	YLR017W	sce00270  Cysteine and methionine metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0076	5'-nucleotidase (CMP)	YER037W or YGL224C	sce00760  Nicotinate and nicotinamide metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0077	5'-nucleotidase (IMP)	YOR155C	sce00230  Purine metabolism//sce00760  Nicotinate and nicotinamide metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0078	5'-nucleotidase (UMP)	YER037W or YGL224C	sce00760  Nicotinate and nicotinamide metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0079	5'-phosphoribosylformyl glycinamidine synthetase	YGR061C	sce00230  Purine metabolism//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics	0.00931817893250789	0.00932552795101464	0.00960499940399906	0.00960500579040219	0.00970200989797654	0.00960499940399801	0.00960500579040194	0.00970200989797474	0.00960499940400261	0.00960500579040675	0.00970200989798297	0.00960499940400428
r_0080	5,10-methylenetetrahydrofolate reductase (NADPH)	YGL125W or YPL023C	sce00670  One carbon pool by folate//sce01200  Carbon metabolism	0.0192496934044734	0.0186054660327359	0.0203964382746206	0.0198422264642664	0.0193489817764377	0.020353506235802	0.0198422264642664	0.0193489817764377	0.0200775846107487	0.0198422264642664	0.0193489817764377	0.01767082807313
r_0081	5-aminolevulinate synthase	YDR232W	sce00260  Glycine, serine and threonine metabolism//sce00860  Porphyrin and chlorophyll metabolism//sce01110  Biosynthesis of secondary metabolites	7.76032605865072e-07	7.76645162046689e-07	7.9992e-07	7.99919997980396e-07	8.07999192e-07	7.9992e-07	7.99919997980396e-07	8.07999192e-07	7.9992e-07	7.99919997980396e-07	8.07999192e-07	7.9992e-07
r_0082	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	YOR163W		0	0	0	0	0	0	0	0	0	0	0	0
r_0083	5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	YDR017C	sce04070  Phosphatidylinositol signaling system//sce04138  Autophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0
r_0084	5-formethyltetrahydrofolate cyclo-ligase	YER183C	sce00670  One carbon pool by folate	0	0	0	0	0	0	0	0	0	0	0	0
r_0085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	YER091C	sce00270  Cysteine and methionine metabolism//sce00450  Selenocompound metabolism//sce01110  Biosynthesis of secondary metabolites//sce01230  Biosynthesis of amino acids	0	0	0	0	0	0	0	0	0	0	0	0
r_0086	5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	YJR024C		0	0	0	0	0	0	0	0	0	0	0	0
r_0087	5-methylthioribose-1-phosphate isomerase	YPR118W		0	0	0	0	0	0	0	0	0	0	0	0
r_0088	5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	YLR410W		0	0	0	0	0	0	0	0	0	0	0	0
r_0089	5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	YLR410W		0	0	0	0	0	0	0	0	0	0	0	0
r_0090	6-phosphofructo-2-kinase	YIL107C or YOL136C	sce00051  Fructose and mannose metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0091	6-phosphogluconolactonase	YGR248W or YHR163W	sce00030  Pentose phosphate pathway//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism	0.0920458539716141	0.106485470589472	0.25827171778759	0	0.130500779852669	0.055152749256373	0	0.110598923801295	0.444211655272178	0	0.201891941589757	0.00928760978122171
r_0092	6PP-IP5 depyrophosphorylation to IP6	YLR410W or YOR163W		0	0	0	0	0	0	0	0	0	0	0	0
r_0093	6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	YDR017C	sce04070  Phosphatidylinositol signaling system//sce04138  Autophagy - yeast	0	0	0	0	0	0	0	0	0	0	0	0
r_0094	8-amino-7-oxononanoate synthase	YAR069W-A or YHR214W-F		0	0	0	0	0	0	0	0	0	0	0	0
r_0095	acetaldehyde condensation	YGR087C or YLR044C or YLR134W	Gluconeogenesis//sce00010  Glycolysis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics	0	0	0	0	0	0	0	0	0	0	0	0
r_0096	acetohydroxy acid isomeroreductase	YLR355C	sce00290  Valine, leucine and isoleucine biosynthesis//sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0625101148478148	0.0679993613242883	0.0592235008634779	0.0644342654740364	0.070744571255358	0.0592235008634779	0.0644342654740364	0.070744571255358	0.0624125304820517	0.0644342654740364	0.070744571255358	0.0823427979720801
r_0097	acetolactate synthase	(YCL009C and YMR108W) or YMR108W	sce00290  Valine, leucine and isoleucine biosynthesis//sce00650  Butanoate metabolism//sce00660  C5-Branched dibasic acid metabolism//sce00770  Pantothenate and CoA biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01210  2-Oxocarboxylic acid metabolism//sce01230  Biosynthesis of amino acids	0.0625101148478148	0.0679993613242883	0.0592235008634779	0.0644342654740364	0.070744571255358	0.0592235008634779	0.0644342654740364	0.070744571255358	0.0624125304820517	0.0644342654740364	0.070744571255358	0.0823427979720801
r_0099	acetyl-CoA ACP transacylase	YKL192C	sce00190  Oxidative phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0103	acetyl-CoA C-acetyltransferase	YPL028W	sce00071  Fatty acid degradation//sce00072  Synthesis and degradation of ketone bodies//sce00280  Valine, leucine and isoleucine degradation//sce00310  Lysine degradation//sce00380  Tryptophan metabolism//sce00620  Pyruvate metabolism//sce00630  Glyoxylate and dicarboxylate metabolism//sce00640  Propanoate metabolism//sce00650  Butanoate metabolism//sce00900  Terpenoid backbone biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism//sce01212  Fatty acid metabolism	0	0	0	0	0	0	0	0	0	0	0	0.016144490561622
r_0104	acetyl-CoA C-acetyltransferase	YPL028W	sce00071  Fatty acid degradation//sce00072  Synthesis and degradation of ketone bodies//sce00280  Valine, leucine and isoleucine degradation//sce00310  Lysine degradation//sce00380  Tryptophan metabolism//sce00620  Pyruvate metabolism//sce00630  Glyoxylate and dicarboxylate metabolism//sce00640  Propanoate metabolism//sce00650  Butanoate metabolism//sce00900  Terpenoid backbone biosynthesis//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism//sce01212  Fatty acid metabolism	0.0214638585669553	0.0196642868123741	0.0240237250061315	0.0221245467932253	0.02045815596634	0.0241597564362326	0.0221245467932253	0.02045815596634	0.0227996476687622	0.0221245467932253	0.02045815596634	0
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0106	acetyl-CoA C-acyltransferase (octanoyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0107	acetyl-CoA C-acyltransferase (decanoyl-CoA)	YIL160C	sce00071  Fatty acid degradation//sce00280  Valine, leucine and isoleucine degradation//sce01040  Biosynthesis of unsaturated fatty acids//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01212  Fatty acid metabolism//sce04146  Peroxisome	0	0	0	0	0	0	0	0	0	0	0	0
r_0108	acetyl-Coa carboxylase	YMR207C	sce00061  Fatty acid biosynthesis//sce00620  Pyruvate metabolism//sce00640  Propanoate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01212  Fatty acid metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0109	acetyl-CoA carboxylase, reaction	YDL141W and YNR016C	sce00061  Fatty acid biosynthesis//sce00620  Pyruvate metabolism//sce00640  Propanoate metabolism//sce00780  Biotin metabolism//sce01110  Biosynthesis of secondary metabolites//sce01212  Fatty acid metabolism	0.114849739565212	0.105220179176431	0.127695443959493	0.118384978603627	0.109468034967996	0.127695443959493	0.118384978603627	0.109468034967996	0.121997323594382	0.118384978603627	0.109468034967996	0.086386157612852
r_0111	acetyl-CoA hydrolase	YBL015W	sce00620  Pyruvate metabolism	0	0	0	0	0	0	0	0	0	0	0	0
r_0112	acetyl-CoA synthetase	YAL054C or YLR153C	Gluconeogenesis//sce00010  Glycolysis//sce00620  Pyruvate metabolism//sce00640  Propanoate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism	0.130719303591022	0.119759161780315	0.145339985711682	0.134743030478682	0.12459397248814	0.15123711308547	0.134743030478682	0.12459397248814	0.138854517579307	0.134743030478682	0.12459397248814	0.217977175017107
r_0113	acetyl-CoA synthetase	YAL054C	Gluconeogenesis//sce00010  Glycolysis//sce00620  Pyruvate metabolism//sce00640  Propanoate metabolism//sce01110  Biosynthesis of secondary metabolites//sce01130  Biosynthesis of antibiotics//sce01200  Carbon metabolism	0	0	0	0	0	0	0	0	0	0	0	0
