OG	sce	kma	yli
OG0002276	YPL206C	KLMA_40537	YALI0F08217g
OG0001128	YDR047W	KLMA_20181	YALI0C01716g
OG0000585	YIR032C	KLMA_10818	YALI0F06710g
OG0000912	YBR213W	KLMA_10243	YALI0E11385g
OG0001172	YPR160W	KLMA_20256	YALI0F04169g
OG0001001	YNL277W	KLMA_10090	YALI0E00836g
OG0000871	YOR278W	KLMA_10316	YALI0F09449g
OG0002216	YGL012W	KLMA_40436	YALI0D19206g
OG0001635	YGR175C	KLMA_30204	YALI0E15730g
OG0002490	YMR226C	KLMA_50296	YALI0C07414g
OG0002519	YHR074W	KLMA_50347	YALI0A20108g
OG0001777	YDR297W	KLMA_30430	YALI0E17347g
OG0002088	YGR019W	KLMA_40198	YALI0E18238g
OG0002968	YHR100C	KLMA_60091	YALI0A14157g
OG0002078	YOR176W	KLMA_40178	YALI0F19470g
OG0003361	YER061C	KLMA_70184	YALI0F30679g
OG0001123	YER178W	KLMA_20172	YALI0F20702g
OG0001962	YKR097W	KLMA_30719	YALI0C16995g
OG0002618	YLR142W	KLMA_50513	YALI0B09625g
OG0003040	YMR281W	KLMA_80045	YALI0E21934g
OG0001774	YHR037W	KLMA_30424	YALI0B09647g
OG0001138	YOR241W	KLMA_20202	YALI0E24497g
OG0001174	YER026C	KLMA_20262	YALI0D08514g
OG0000584	YBR166C	KLMA_10819	YALI0F17644g
OG0001700	YLL031C	KLMA_30302	YALI0E12089g
OG0000958	YOL096C	KLMA_10163	YALI0B15884g
OG0002101	YKR031C	KLMA_40231	YALI0E18898g
OG0003468	YBL033C	KLMA_70349	YALI0E02288g
OG0001859	YOL052C	KLMA_30557	YALI0E20361g
OG0003269	YFL045C	KLMA_70034	YALI0D13112g
OG0000776	YGR264C	KLMA_10483	YALI0F29843g
OG0001356	YHR007C	KLMA_20551	YALI0B05126g
OG0000679	YBR023C	KLMA_10656	YALI0C24354g
OG0002746	YLR377C	KLMA_60452	YALI0A15972g
OG0000619	YBR196C	KLMA_10763	YALI0F07711g
OG0000911	YGL055W	KLMA_10244	YALI0C05951g
OG0002657	YDR196C	KLMA_50578	YALI0F09625g
OG0001028	YDR531W	KLMA_10036	YALI0D25476g
OG0002844	YFL022C	KLMA_60301	YALI0D16643g
OG0002711	YDL141W	KLMA_60514	YALI0E30591g
OG0001238	YOL033W	KLMA_20351	YALI0E17919g
OG0001653	YJL005W	KLMA_30227	YALI0B18759g
OG0002476	YOL097C	KLMA_50269	YALI0B08943g
OG0001007	YDR502C	KLMA_10079	YALI0B14509g
OG0002857	YOL064C	KLMA_60279	YALI0F27665g
OG0002366	YJL068C	KLMA_50082	YALI0C20405g
OG0002837	YKL035W	KLMA_60317	YALI0A02310g
OG0001629	YGR171C	KLMA_30196	YALI0D03619g
OG0000963	YCR036W	KLMA_10157	YALI0B14927g
OG0001193	YGR155W	KLMA_20288	YALI0E09108g
OG0001602	YJL100W	KLMA_30155	YALI0A02453g
OG0003089	YIL094C	KLMA_80130	YALI0D10593g
OG0002593	YFR030W	KLMA_50471	YALI0E16368g
OG0003483	YDR481C	KLMA_70377	YALI0F16709g
OG0001556	YKL001C	KLMA_30070	YALI0E00418g
OG0000689	YLR420W	KLMA_10633	YALI0F22781g
OG0003193	YBR115C	KLMA_80299	YALI0E06457g
OG0002122	YGL037C	KLMA_40268	YALI0A21153g
OG0003260	YPL160W	KLMA_70017	YALI0E24607g
OG0003300	YBL039C	KLMA_70086	YALI0B05368g
OG0002699	YIL125W	KLMA_60541	YALI0E33517g
OG0002771	YMR015C	KLMA_60417	YALI0A18062g
OG0001959	YGL245W	KLMA_30709	YALI0E28468g
OG0000920	YOR184W	KLMA_10220	YALI0F06468g
OG0002747	YDL052C	KLMA_60451	YALI0E18964g
OG0001713	YBL011W	KLMA_30327	YALI0C00209g
OG0003206	YPR060C	KLMA_80332	YALI0E17479g
OG0001363	YHR011W	KLMA_20559	YALI0B05918g
OG0002705	YNL073W	KLMA_60527	YALI0D23639g
OG0003041	YMR278W	KLMA_80051	YALI0E02244g
OG0002471	YJL155C	KLMA_50258	YALI0E17633g
OG0002379	YOR335C	KLMA_50104	YALI0B04180g
OG0001166	YNR043W	KLMA_20246	YALI0F05632g
OG0002777	YGL248W	KLMA_60406	YALI0E32527g
OG0001597	YCL009C	KLMA_30148	YALI0C09636g
OG0001493	YOR236W	KLMA_20779	YALI0C12771g
OG0002454	YDR019C	KLMA_50231	YALI0F02849g
OG0001707	YLR305C	KLMA_30314	YALI0E28153g
OG0001476	YNL169C	KLMA_20751	YALI0D21604g
OG0003014	YKR043C	KLMA_60019	YALI0D09229g
OG0002144	YMR041C	KLMA_40310	YALI0F30811g
OG0001881	YOR360C	KLMA_30588	YALI0A08041g
OG0002098	YBR153W	KLMA_40225	YALI0D06501g
OG0000664	YHR104W	KLMA_10683	YALI0D07634g
OG0000945	YAR035W	KLMA_10186	YALI0F21197g
OG0001079	YHR025W	KLMA_20086	YALI0F13453g
OG0002422	YLR438W	KLMA_50178	YALI0C04433g
OG0002355	YJL060W	KLMA_50067	YALI0E28787g
OG0003323	YPR033C	KLMA_70127	YALI0E13123g
OG0000712	YDR062W	KLMA_10599	YALI0F15345g
OG0002608	YLR133W	KLMA_50492	YALI0E16907g
OG0002236	YPR184W	KLMA_40472	YALI0A19074g
OG0003253	YHL032C	KLMA_80412	YALI0F00484g
OG0002765	YJR105W	KLMA_60427	YALI0F23463g
OG0002494	YDL171C	KLMA_50304	YALI0B19998g
OG0003427	YPR140W	KLMA_70286	YALI0C14036g
OG0001057	YGL026C	KLMA_20046	YALI0F24893g
OG0000598	YPL097W	KLMA_10797	YALI0E29139g
OG0002770	YMR013C	KLMA_60419	YALI0E18942g
OG0002570	YGR094W	KLMA_50431	YALI0F20218g
OG0000785	YHR183W	KLMA_10468	YALI0B15598g
OG0003116	YIL116W	KLMA_80165	YALI0E01254g
OG0003407	YLR209C	KLMA_70249	YALI0F30129g
OG0000873	YMR220W	KLMA_10313	YALI0E06193g
OG0001186	YBR221C	KLMA_20278	YALI0E27005g
OG0002187	YKL060C	KLMA_40388	YALI0E26004g
OG0003214	YER090W	KLMA_80344	YALI0E14751g
OG0000659	YDR268W	KLMA_10692	YALI0C18425g
OG0002235	YPR183W	KLMA_40471	YALI0D06281g
OG0001115	YKL104C	KLMA_20155	YALI0B21428g
OG0000733	YCR024C	KLMA_10564	YALI0E04939g
OG0002744	YNR008W	KLMA_60455	YALI0E16797g
OG0002791	YDR248C	KLMA_60382	YALI0F07821g
OG0001477	YHR144C	KLMA_20752	YALI0C23210g
OG0000802	YHR018C	KLMA_10433	YALI0D26367g
OG0001692	YER170W	KLMA_30292	YALI0F26521g
OG0002976	YGR208W	KLMA_60078	YALI0B20438g
OG0002656	YLR240W	KLMA_50575	YALI0F09559g
OG0002333	YPL110C	KLMA_50022	YALI0E32791g
OG0003227	YBL076C	KLMA_80369	YALI0A00264g
OG0001078	YHR026W	KLMA_20085	YALI0F09405g
OG0001916	YML042W	KLMA_30654	YALI0B10340g
OG0001205	YFL030W	KLMA_20304	YALI0E16643g
OG0002255	YJR137C	KLMA_40494	YALI0D11176g
OG0002786	YPL040C	KLMA_60393	YALI0C10780g
OG0000882	YDR400W	KLMA_10297	YALI0F03597g
OG0002609	YDR148C	KLMA_50493	YALI0E16929g
OG0000813	YOR074C	KLMA_10414	YALI0C10901g
OG0001974	YNR050C	KLMA_40016	YALI0D22891g
OG0002502	YDL168W	KLMA_50315	YALI0F09603g
OG0002703	YNL071W	KLMA_60529	YALI0D23683g
OG0001575	YMR108W	KLMA_30105	YALI0C00253g
OG0001184	YGL125W	KLMA_20276	YALI0B00572g
OG0003076	YIL083C	KLMA_80113	YALI0C06996g
OG0001087	YKL152C	KLMA_20098	YALI0B02728g
OG0002093	YNL192W	KLMA_40217	YALI0D25938g
OG0003460	YPR047W	KLMA_70339	YALI0C18535g
OG0000835	YJL167W	KLMA_10389	YALI0E05753g
OG0001858	YMR250W	KLMA_30556	YALI0F08415g
OG0002855	YOL066C	KLMA_60282	YALI0F12199g
OG0000981	YDR058C	KLMA_10124	YALI0E31515g
OG0002868	YNL129W	KLMA_60261	YALI0B14729g
OG0001627	YGR170W	KLMA_30194	YALI0D03480g
OG0003515	YKR009C	KLMA_70426	YALI0E15378g
OG0001241	YAL012W	KLMA_20354	YALI0F05874g
OG0000773	YGR267C	KLMA_10488	YALI0A10310g
OG0000593	YBR176W	KLMA_10804	YALI0B18898g
OG0000917	YLR299W	KLMA_10231	YALI0C11363g
OG0001371	YOR136W	KLMA_20575	YALI0D06303g
OG0000991	YNL267W	KLMA_10108	YALI0B02376g
OG0002386	YOR323C	KLMA_50117	YALI0E30481g
OG0002647	YLR245C	KLMA_50565	YALI0D17072g
OG0002573	YPR113W	KLMA_50434	YALI0F20328g
OG0001903	YLR354C	KLMA_30634	YALI0F15587g
OG0002914	YLL057C	KLMA_60176	YALI0F22825g
OG0003208	YPR062W	KLMA_80334	YALI0F22517g
OG0001301	YDR354W	KLMA_20454	YALI0D27170g
OG0002767	YHR137W	KLMA_60423	YALI0C05258g
OG0001379	YOR128C	KLMA_20598	YALI0B23188g
OG0001248	YOL049W	KLMA_20370	YALI0C17831g
OG0001914	YDR408C	KLMA_30650	YALI0D03069g
OG0001523	YKL211C	KLMA_30029	YALI0D11110g
OG0003417	YPR167C	KLMA_70271	YALI0B08140g
OG0000980	YGR255C	KLMA_10125	YALI0A09042g
OG0001610	YJL088W	KLMA_30168	YALI0D14894g
OG0001195	YGL040C	KLMA_20290	YALI0F20790g
OG0003135	YGR277C	KLMA_80200	YALI0D19426g
OG0000592	YPL104W	KLMA_10807	YALI0F26433g
OG0002692	YNL241C	KLMA_50631	YALI0E22649g
OG0001328	YLR060W	KLMA_20493	YALI0E22979g
OG0001941	YER043C	KLMA_30687	YALI0F11759g
OG0000942	YAR015W	KLMA_10189	YALI0E33033g
OG0001487	YFL017C	KLMA_20768	YALI0D20152g
OG0001277	YBR248C	KLMA_20413	YALI0C07128g
OG0003047	YGR194C	KLMA_80066	YALI0F10923g
OG0002040	YDR044W	KLMA_40115	YALI0E29975g
OG0001406	YDL103C	KLMA_20643	YALI0E03146g
OG0000752	YDR023W	KLMA_10524	YALI0F02629g
OG0001966	YIL155C	KLMA_30722	YALI0B13970g
OG0001216	YOR311C	KLMA_20319	YALI0F19052g
OG0003023	YPL268W	KLMA_80018	YALI0C04180g
OG0002482	YGR061C	KLMA_50283	YALI0F30019g
OG0002793	YPL023C	KLMA_60378	YALI0B14465g
OG0002513	YMR189W	KLMA_50333	YALI0A09856g
OG0002969	YGR202C	KLMA_60090	YALI0D18271g
OG0001566	YGR110W	KLMA_30089	YALI0D17842g
OG0002806	YPL188W	KLMA_60357	YALI0E17963g
OG0002741	YML004C	KLMA_60462	YALI0E24057g
OG0000939	YIR027C	KLMA_10192	YALI0F23243g
OG0002491	YER086W	KLMA_50297	YALI0D02497g
OG0000678	YBR038W	KLMA_10658	YALI0B16324g
OG0002679	YDL238C	KLMA_50613	YALI0E25740g
OG0001902	YLR355C	KLMA_30631	YALI0D03135g
OG0002450	YJR057W	KLMA_50226	YALI0C13354g
OG0002176	YKL024C	KLMA_40365	YALI0F09339g
OG0002299	YDR454C	KLMA_40571	YALI0C16434g
OG0002732	YIL078W	KLMA_60476	YALI0F11231g
OG0003028	YEL058W	KLMA_80026	YALI0E29579g
OG0000647	YEL027W	KLMA_10717	YALI0F24475g
OG0001386	YOR125C	KLMA_20608	YALI0E15224g
OG0000798	YCL004W	KLMA_10439	YALI0E14102g
OG0000625	YPL069C	KLMA_10752	YALI0D17050g
OG0001399	YOL143C	KLMA_20629	YALI0A12045g
OG0002606	YJL153C	KLMA_50488	YALI0B04312g
OG0001510	YOR209C	KLMA_20811	YALI0B00220g
OG0001223	YBR018C	KLMA_20331	YALI0F23947g
OG0000671	YLL018C	KLMA_10670	YALI0D22264g
OG0000937	YDL015C	KLMA_10196	YALI0A04983g
OG0001665	YKR069W	KLMA_30250	YALI0A01133g
OG0002396	YDR208W	KLMA_50129	YALI0F23573g
OG0001601	YJL101C	KLMA_30154	YALI0E30129g
OG0001464	YDL215C	KLMA_20734	YALI0E09603g
OG0002592	YBR256C	KLMA_50467	YALI0C01111g
OG0002261	YIR029W	KLMA_40512	YALI0D18337g
OG0002463	YBR035C	KLMA_50241	YALI0D14322g
OG0000809	YKR080W	KLMA_10419	YALI0B12078g
OG0001980	YGL001C	KLMA_40026	YALI0C22165g
OG0002710	YDL142C	KLMA_60515	YALI0F23837g
OG0000633	YHR128W	KLMA_10735	YALI0F31273g
OG0001775	YDR294C	KLMA_30426	YALI0E28237g
OG0002286	YPL214C	KLMA_40552	YALI0C15554g
OG0001559	YLR359W	KLMA_30075	YALI0B17402g
OG0002343	YOR202W	KLMA_50038	YALI0E33957g
OG0001207	YLR056W	KLMA_20308	YALI0D20878g
OG0000951	YOL061W	KLMA_10176	YALI0B00836g
OG0002335	YPL111W	KLMA_50024	YALI0E07535g
OG0001850	YHR063C	KLMA_30545	YALI0F20900g
OG0000801	YHR019C	KLMA_10434	YALI0E05005g
OG0001721	YHR072W	KLMA_30341	YALI0F04378g
OG0003198	YBR121C	KLMA_80312	YALI0E14597g
OG0002758	YER023W	KLMA_60434	YALI0B14399g
OG0000694	YKL194C	KLMA_10626	YALI0A09427g
OG0002612	YDR158W	KLMA_50503	YALI0D13596g
OG0000699	YML054C	KLMA_10621	YALI0E21307g
OG0003385	YPL234C	KLMA_70216	YALI0E31471g
OG0003347	YNL316C	KLMA_70162	YALI0B17336g
OG0002266	YLR410W	KLMA_40523	YALI0B13464g
OG0003501	YDL045C	KLMA_70404	YALI0D25564g
OG0000648	YEL029C	KLMA_10714	YALI0A08668g
OG0001012	YCL030C	KLMA_10065	YALI0A15950g
OG0002633	YDR173C	KLMA_50536	YALI0B11286g
OG0001578	YMR113W	KLMA_30111	YALI0A10032g
OG0003064	YGL148W	KLMA_80099	YALI0D17930g
OG0002252	YJR139C	KLMA_40491	YALI0D01089g
OG0003180	YNL280C	KLMA_80276	YALI0B23298g
OG0001632	YJL026W	KLMA_30199	YALI0B03630g
OG0003444	YER014W	KLMA_70313	YALI0D23331g
OG0003217	YER091C	KLMA_80348	YALI0E12683g
OG0000799	YFR025C	KLMA_10436	YALI0E05049g
OG0000800	YHR020W	KLMA_10435	YALI0E05027g
OG0002015	YLR027C	KLMA_40083	YALI0F29337g
OG0001369	YOR142W	KLMA_20568	YALI0E24013g
OG0002542	YER003C	KLMA_50384	YALI0B18348g
OG0001711	YGL184C	KLMA_30325	YALI0D00605g
OG0002118	YJR016C	KLMA_40259	YALI0C23408g
OG0003029	YPL262W	KLMA_80028	YALI0C06776g
OG0003486	YIL145C	KLMA_70385	YALI0B06006g
OG0002950	YBR006W	KLMA_60125	YALI0F26191g
OG0002769	YFL018C	KLMA_60420	YALI0D20768g
OG0002013	YMR120C	KLMA_40081	YALI0D24409g
OG0002823	YKL029C	KLMA_60335	YALI0E18634g
OG0002483	YGR060W	KLMA_50284	YALI0F11297g
OG0002861	YBR029C	KLMA_60275	YALI0E14443g
OG0001642	YGR185C	KLMA_30211	YALI0C15224g
OG0001813	YCR053W	KLMA_30491	YALI0F23221g
OG0002409	YGL009C	KLMA_50154	YALI0B01364g
OG0003189	YBR111C	KLMA_80296	YALI0F26125g
OG0002728	YDL178W	KLMA_60482	YALI0C06446g
OG0000760	YMR313C	KLMA_10508	YALI0D17534g
