uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C
P39079	YDR188W	0.00000443	0.00000507	0.00000488	0.00000477	0.00000364	0.00000483	0.00000399	0.00000398	0.0000048	0.00000375	0.00000352	0.00000404
P31412	YKL080W	0.00000507	0.00000541	0.00000679	0.00000642	0.00000742	0.00000479	0.00000536	0.0000059	0.00000512	0.00000684	0.00000943	0.00000543
P25623	YCR030C	0.00000175	0.00000276	0.00000224	0.00000357	0.00000247	0.00000294	0.00000236	0.00000198	0.00000175	0.00000167	0.00000175	0.000000993
P43603	YFR024C-A	0.00000347	0.00000375	0.00000444	0.00000402	0.00000472	0.00000497	0.00000379	0.00000569	0.00000404	0.00000386	0.00000566	0.00000384
P32793	YHR016C	0.00000157	0.00000147	0.00000235	0.00000174	0.00000144	0.00000215	0.00000178	0.00000195	0.00000139	0.00000101	0.00000175	0.00000117
P26785	YNL069C	0.0000105	0.0000115	0.00000853	0.0000142	0.0000096	0.00000955	0.0000149	0.0000114	0.00000926	0.00000482	0.0000109	0.00000425
P26784	YIL133C	0.00000565	0.00000667	0.00000606	0.0000124	0.0000112	0.0000153	0.00000895	0.0000084	0.0000108	0.00000737	0.0000125	0.00000531
P29509	YDR353W	0.00000787	0.00000929	0.00000767	0.0000107	0.0000111	0.00000558	0.0000058	0.00000414	0.00000698	0.0000084	0.00000699	0.00000662
P38816	YHR106W	0.00000137	0.00000235	0.00000133	0.0000012	0.00000175	0.000000967	0.00000101	0.00000111	0.000000786	0.00000116	0.000000788	0.00000102
Q02326	YML073C	0.0000146	0.0000158	0.0000151	0.0000169	0.0000199	0.0000209	0.0000178	0.0000175	0.000017	0.0000163	0.000013	0.0000126
P05739	YLR448W	0.0000146	0.0000137	0.0000151	0.0000191	0.0000176	0.0000184	0.0000198	0.0000175	0.0000192	0.0000183	0.0000076	0.0000109
Q03558	YHR179W	0.00000364	0.00000101	9.42E-08	0.00000175	0.00000581	0.00000465	0.00000465	0.00000512	0.00000378	0.00000731	0.00000498	0.00000367
P41816	YPL171C	0.000000702	0	0	0	0.000000124	0	0.00000362	0.00000454	0.00000323	0.000000114	0.00000012	0.000000101
P41810	YDR238C	0.00000167	0.00000122	0.00000189	0.00000114	0.00000153	0.00000161	0.000000956	0.000000778	0.00000221	0.0000023	0.00000148	0.00000124
Q08972	YPL226W	0.00000122	0.000000892	0.00000128	0.00000222	0.00000139	0.00000217	0.00000135	0.000000879	0.00000121	0.00000128	0.00000121	0.00000137
P49723	YGR180C	0.00000533	0.0000131	0.00000682	0.0000047	0.00000725	0.00000581	0.00000946	0.00000567	0.00000867	0.00000451	0.00000404	0.00000397
P02992	YOR187W	0.00000686	0.00000404	0.00000682	0.00000546	0.00000508	0.0000047	0.00000556	0.00000501	0.00000491	0.00000416	0.0000055	0.00000512
P04046	YMR300C	0.00000439	0.00000411	0.00000458	0.00000302	0.00000272	0.00000276	0.00000323	0.00000315	0.00000531	0.00000508	0.0000039	0.00000406
P02407	YML024W	0.0000274	0.0000225	0.0000191	0.0000241	0.0000163	0.0000298	0.0000227	0.0000341	0.0000242	0.0000232	0.0000243	0.0000204
Q03195	YDR091C	0.00000345	0.00000287	0.0000024	0.00000377	0.00000354	0.00000514	0.00000284	0.00000248	0.00000238	0.00000362	0.00000307	0.000002
P18544	YOL140W	0.00000794	0.00000609	0.00000716	0.00000295	0.00000729	0.00000562	0.0000064	0.00000704	0.00000839	0.00000284	0.00000577	0.00000538
P07275	YHR037W	0.00000248	0.00000384	0.00000417	0.00000362	0.0000046	0.0000023	0.0000044	0.00000332	0.00000403	0.00000593	0.00000531	0.00000484
P28274	YBL039C	0.00000209	0.0000023	0.00000171	0.00000155	0.0000026	0.00000191	0.0000018	0.00000229	0.00000155	0.00000273	0.00000251	0.0000024
P38627	YJR103W	0.00000144	0.00000135	0.00000123	0.00000185	0.00000297	0.00000229	0.00000106	0.00000142	0.00000156	0.000000736	0.00000101	0.000000648
P47143	YJR105W	0.0000121	0.0000123	0.0000124	0.00000882	0.0000101	0.00000685	0.00000811	0.0000081	0.00000976	0.00000847	0.00000801	0.00000673
P04821	YLR310C	0	0	0	1.51E-08	1.57E-08	1.86E-08	0	0	0	1.45E-08	0	0
P27476	YGR159C	0.00000405	0.00000499	0.00000468	0.00000412	0.00000372	0.0000051	0.00000442	0.00000727	0.00000595	0.00000694	0.00000798	0.0000067
P07560	YFL005W	0.00000924	0.00000866	0.00000644	0.00000683	0.00000849	0.00000844	0.0000057	0.00000513	0.00000562	0.00000537	0.00000563	0.0000069
P01123	YFL038C	0.00000676	0.00000382	0.00000374	0.00000473	0.00000375	0.00000445	0.00000215	0.0000033	0.00000475	0.00000454	0.00000734	0.000004
Q99260	YLR262C	0.00000178	0.000000908	0.00000191	0.00000242	0.00000252	0.00000194	0.00000131	0.00000144	0.00000158	0.00000029	0.000000861	0.000000723
P09232	YEL060C	0.00000353	0.00000331	0.00000485	0.00000217	0.00000258	0.00000233	0.00000379	0.00000452	0.00000347	0.00000238	0.0000019	0.00000322
P54861	YLL001W	0.00000189	0.00000228	0.00000276	0.00000239	0.00000198	0.00000265	0.00000121	0.00000197	0.00000267	0.00000183	0.00000295	0.00000271
P16649	YCR084C	0.00000205	0.00000218	0.0000025	0.00000287	0.00000214	0.0000032	0.00000172	0.00000213	0.00000113	0.00000198	0.00000261	0.00000153
Q08977	YPL260W	0.00000391	0.00000366	0.00000305	0.00000471	0.00000445	0.00000426	0.00000255	0.00000214	0.0000027	0.00000495	0.00000431	0.00000475
P46672	YGL105W	0.000004	0.00000576	0.00000483	0.00000758	0.00000712	0.00000436	0.00000697	0.00000562	0.00000415	0.00000588	0.0000048	0.00000403
P21243	YGL011C	0.0000112	0.0000105	0.000012	0.00000989	0.0000103	0.0000188	0.0000139	0.0000153	0.00000756	0.000012	0.0000139	0.0000117
Q04869	YMR315W	0.00000776	0.00000901	0.00000604	0.00000533	0.0000107	0.00000658	0.00000638	0.00000858	0.0000103	0.00000657	0.00000689	0.0000079
P05453	YDR172W	0.0000025	0.00000264	0.00000269	0.00000194	0.00000259	0.00000273	0.00000232	0.00000283	0.00000279	0.00000267	0.00000375	0.00000211
P15703	YGR282C	0.00000526	0.00000493	0.00000869	0.00000627	0.00000653	0.00000481	0.00000454	0.00000499	0.00000546	0.00000602	0.00000811	0.00000762
P07283	YFL045C	0.00000843	0.0000145	0.0000119	0.00000858	0.00000661	0.0000121	0.0000114	0.00000897	0.0000111	0.0000118	0.0000111	0.00000726
P12695	YNL071W	0.00000424	0.00000258	0.00000498	0.0000063	0.00000342	0.00000521	0.00000203	0.00000301	0.0000033	0.00000233	0.00000425	0.00000487
P38715	YHR104W	0.00000666	0.00000711	0.00000666	0.00000669	0.00000973	0.0000104	0.0000078	0.00000774	0.00000847	0.0000138	0.0000179	0.000017
P32497	YMR309C	0.00000356	0.00000118	0.0000017	0.0000015	0.00000136	0.00000161	0.00000109	0.00000138	0.00000217	0.00000207	0.00000265	0.00000266
P46654	YLR048W	0.00000984	0.0000118	0.00000686	0.0000111	0.00000904	0.0000093	0.0000104	0.00000797	0.0000153	0.00000834	0.00000874	0.0000105
P39077	YJL014W	0.00000458	0.00000429	0.00000354	0.00000362	0.00000334	0.00000302	0.00000374	0.00000332	0.00000322	0.00000474	0.00000451	0.00000342
P32377	YNR043W	0.00000642	0.00000533	0.00000397	0.00000382	0.00000659	0.00000472	0.00000472	0.00000461	0.00000569	0.00000544	0.00000444	0.00000479
Q04947	YDR233C	0.00000885	0.00000829	0.00000777	0.00000984	0.00000713	0.00000847	0.00000735	0.00000545	0.00000597	0.00000571	0.00000511	0.0000036
P43593	YFR010W	0.00000454	0.00000331	0.00000353	0.000004	0.00000417	0.00000439	0.00000296	0.00000367	0.00000271	0.0000043	0.00000603	0.00000552
P00445	YJR104C	0.0000235	0.0000143	0.0000276	0.000038	0.0000301	0.0000357	0.0000195	0.0000239	0.0000262	0.0000151	0.0000113	0.0000114
P32288	YPR035W	0.00000409	0.00000384	0.00000285	0.00000197	0.00000376	0.00000374	0.00000585	0.00000786	0.00000704	0.00000406	0.00000426	0.00000593
P35844	YPL145C	0.00000496	0.00000408	0.00000436	0.00000333	0.00000837	0.00000475	0.0000046	0.00000219	0.00000386	0.00000273	0.00000555	0.00000624
Q02821	YNL189W	0.00000356	0.00000376	0.00000381	0.00000204	0.00000287	0.00000104	0.0000033	0.00000363	0.00000315	0.0000034	0.00000486	0.00000408
P38754	YHL001W	0.0000243	0.0000168	0.0000147	0.0000214	0.0000193	0.0000229	0.000023	0.0000224	0.0000215	0.0000234	0.0000246	0.0000206
P36105	YKL006W	0.000021	0.0000197	0.0000147	0.0000186	0.0000138	0.0000196	0.0000204	0.0000197	0.0000186	0.0000206	0.0000246	0.0000181
P40024	YER036C	0.00000105	0.00000315	0.0000029	0.00000443	0.00000308	0.00000285	0.00000403	0.00000272	0.00000232	0.00000353	0.00000569	0.00000408
P40215	YMR145C	0.00000258	0.00000278	0.00000433	0.00000299	0.00000311	0.00000281	0.00000281	0.00000309	0.00000378	0.00000484	0.00000507	0.00000426
P04449	YGL031C	0.0000232	0.0000191	0.0000204	0.0000205	0.0000139	0.0000165	0.0000263	0.0000188	0.0000206	0.0000173	0.0000157	0.0000173
P24000	YGR148C	0.0000232	0.0000166	0.0000162	0.0000156	0.00000951	0.0000113	0.0000215	0.0000143	0.0000157	0.0000128	0.0000112	0.0000173
P38137	YBR222C	0.00000193	0.00000148	0.00000311	0.00000203	0.00000145	0.00000251	0.00000365	0.00000362	0.00000314	0.00000745	0.00001	0.00000943
P37302	YBR286W	0.00000234	0.00000381	0.00000351	0.00000173	0.00000148	0.00000299	0.00000233	0.00000368	0.0000036	0.00000232	0.00000361	0.00000269
P27796	YIL160C	0.00000594	0.00000832	0.00000565	0.00000715	0.00000816	0.00000884	0.00000489	0.00000481	0.00000526	0.00000503	0.0000072	0.00000549
P33297	YOR117W	0.00000496	0.00000586	0.00000436	0.00000493	0.00000574	0.00000475	0.00000412	0.00000561	0.00000286	0.00000474	0.00000497	0.00000517
0	0	0.0000208	0.0000135	0.0000129	0.0000164	0.0000115	0.0000202	0.0000137	0.0000101	0.0000065	0.0000122	0.0000111	0.0000139
P33322	YLR175W	0.00000528	0.00000442	0.00000256	0.00000324	0.00000434	0.00000401	0.00000235	0.00000382	0.00000371	0.000004	0.0000052	0.00000352
P11076	YDL192W	0.000014	0.0000131	0.0000128	0.0000106	0.0000148	0.000013	0.0000136	0.0000113	0.0000106	0.0000156	0.0000164	0.00000748
P19146	YDL137W	0.000014	0.0000112	0.0000113	0.00000724	0.0000129	0.0000109	0.0000103	0.00000812	0.00000888	0.0000137	0.0000144	0.00000612
Q08412	YOR042W	0.0000035	0.00000328	0.00000633	0.00000801	0.00000691	0.0000082	0.00000257	0.00000801	0.00000667	0.00000514	0.00000364	0.000008
P07213	YNL121C	0.0000019	0.00000274	0.00000155	0.00000168	0.00000146	0.00000113	0.00000243	0.00000237	0.00000399	0.00000382	0.00000293	0.00000336
Q08822	YOR356W	0.00000436	0.00000371	0.00000304	0.00000219	0.00000169	0.00000309	0.00000383	0.00000258	0.0000022	0.00000182	0.00000163	0.00000185
P33303	YJR095W	0.00000591	0.0000112	0.00000833	0.0000126	0.00000898	0.0000107	0.0000072	0.00000968	0.00000867	0.00000919	0.00000605	0.0000073
P15646	YDL014W	0.00000759	0.00000541	0.00000891	0.00000435	0.00000379	0.00000726	0.0000063	0.00000274	0.00000672	0.00000489	0.0000076	0.00000368
(P0CX31-P0CX32)	YER074W YIL069C	0.0000322	0.0000204	0.0000175	0.0000352	0.000017	0.0000273	0.0000294	0.0000323	0.0000253	0.0000157	0.0000113	0.0000187
P38701	YHL015W	0.0000296	0.000024	0.0000328	0.0000297	0.0000201	0.0000239	0.0000418	0.0000344	0.0000227	0.0000217	0.0000263	0.0000351
P40531	YIL041W	0.0000058	0.00000627	0.00000599	0.00000437	0.00000532	0.00000632	0.00000492	0.00000617	0.00000675	0.00000567	0.00000594	0.00000641
P0C0W1	YJL190C	0.0000165	0.0000283	0.0000211	0.0000203	0.000018	0.0000251	0.0000343	0.0000377	0.0000302	0.0000225	0.0000236	0.0000315
P25349	YCR004C	0.0000101	0.00000823	0.0000101	0.0000115	0.0000148	0.0000111	0.00000746	0.00000821	0.0000102	0.00000745	0.00000901	0.00000656
P32775	YEL011W	0.00000271	0.00000314	0.00000234	0.00000389	0.00000372	0.00000403	0.00000272	0.00000171	0.00000424	0.000000049	0	0
P17555	YNL138W	0.00000242	0.00000306	0.00000292	0.0000037	0.00000342	0.00000263	0.00000345	0.00000229	0.00000214	0.00000205	0.0000018	0.00000211
P36046	YKL195W	0.0000036	0.00000283	0.0000054	0.00000616	0.00000509	0.00000531	0.00000408	0.00000394	0.00000319	0.0000047	0.00000375	0.00000414
Q02753	YBR191W	0.0000121	0.0000182	0.0000174	0.0000149	0.0000179	0.0000157	0.0000124	0.0000179	0.0000172	0.0000102	0.0000173	0.000009
Q12672	YPL079W	0.00000987	0.0000158	0.0000154	0.0000127	0.0000155	0.0000157	0.0000163	0.0000136	0.0000128	0.0000102	0.0000173	0.0000107
P41807	YPR036W	0.00000429	0.00000306	0.00000228	0.00000379	0.000003	0.00000304	0.00000277	0.00000226	0.00000334	0.00000236	0.00000335	0.00000281
P27614	YJL172W	0.00000247	0.00000343	0.00000255	0.00000286	0.00000227	0.00000311	0.0000021	0.00000263	0.00000288	0.00000275	0.00000325	0.00000242
Q04491	YLR208W	0.00000988	0.0000072	0.00000689	0.00000588	0.00000805	0.00000621	0.00000645	0.000008	0.00000682	0.00000565	0.00000981	0.00000824
(P0CX53-P0CX54)	YEL054C YDR418W	0.0000212	0.0000174	0.00000958	0.0000121	0.0000126	0.0000126	0.0000137	0.0000216	0.0000187	0.0000116	0.0000212	0.000012
P40212	YMR142C	0.0000157	0.0000112	0.00000712	0.0000139	0.00000787	0.00000934	0.0000102	0.0000144	0.0000106	0.0000133	0.000014	0.0000103
Q03940	YDR190C	0.00000508	0.00000589	0.00000483	0.00000216	0.00000578	0.00000319	0.00000332	0.0000032	0.00000259	0.00000481	0.00000351	0.00000336
P47079	YJL008C	0.00000215	0.00000236	0.00000231	0.00000292	0.00000304	0.00000275	0.00000244	0.00000204	0.00000258	0.00000354	0.00000258	0.00000312
P38247	YBR077C	0.000000524	0.000000491	0.00000103	0.00000131	0	0	0.00000109	0	0	0	0.00000132	0
P12683	YML075C	0.00000183	0.000000669	0.00000168	0.00000116	0.000000916	0.00000143	0.00000109	0.00000069	0.00000196	0.000000605	0.000000887	0.000000636
(P0CX29-P0CX30)	YGR118W YPR132W	0.000029	0.0000211	0.0000202	0.0000123	0.0000153	0.0000182	0.0000166	0.0000182	0.0000228	0.0000218	0.0000257	0.0000192
P52893	YLR089C	0.00000273	0.00000292	0.00000334	0.000000972	0.00000127	0.000000425	0.0000032	0.00000352	0.00000311	0.00000298	0.00000243	0.00000262
Q01532	YNL239W	0.00000253	0.00000331	0.00000407	0.00000515	0.00000277	0.00000444	0.000003	0.00000244	0.00000463	0.00000255	0.00000268	0.00000263
P16550	YCL050C	0.00000425	0.00000398	0.00000685	0.00000523	0.00000545	0.00000379	0.00000437	0.0000041	0.00000526	0.00000503	0.00000527	0.00000582
P24276	YDR293C	0.00000115	0.000000952	0.0000013	0.00000222	0.00000144	0.000000972	0.000000843	0.000000822	0.0000009	0.0000012	0.000000687	0.000000758
P38631	YLR342W	0.000000301	0.000000139	0.000000538	0.00000055	0.000000709	0.000000679	0.000000181	0.000000158	0.000000617	0.000000255	0.000000219	0.000000225
P40989	YGR032W	0.000000296	0.000000137	0.000000379	0.000000421	0.000000564	0.000000521	0.000000179	0.000000119	0.000000544	0.000000163	0.000000171	0.000000264
P27616	YAR015W	0.00000735	0.00000785	0.00000736	0.00000562	0.00000419	0.00000695	0.00000949	0.00000595	0.00000743	0.000012	0.00000566	0.00000625
P09064	YPL237W	0.00000818	0.00000766	0.00000819	0.00000822	0.0000108	0.00000773	0.00000446	0.00000411	0.00000931	0.00000693	0.0000104	0.00000611
P28777	YGL148W	0.00000615	0.0000065	0.0000054	0.00000353	0.00000367	0.0000051	0.00000398	0.00000324	0.00000415	0.00000397	0.00000355	0.00000518
P07278	YIL033C	0.00000529	0.00000377	0.00000368	0.00000409	0.00000678	0.0000065	0.00000296	0.00000483	0.00000411	0.00000244	0.00000256	0.00000445
Q03048	YLL050C	0.000017	0.0000277	0.0000255	0.0000176	0.0000131	0.00000769	0.0000218	0.0000239	0.0000232	0.0000144	0.0000233	0.0000246
Q12377	YDL097C	0.00000322	0.00000408	0.0000039	0.00000493	0.000004	0.00000351	0.00000412	0.00000261	0.00000335	0.0000053	0.00000387	0.00000417
P19262	YDR148C	0.0000045	0.00000321	0.00000354	0.00000397	0.00000414	0.00000374	0.00000252	0.00000459	0.0000035	0.0000043	0.00000504	0.00000517
P38205	YBL024W	0.0000022	0.00000179	0.00000269	0.00000144	0.00000175	0.000000967	0.00000208	0.00000203	0.0000028	0.00000327	0.00000479	0.00000262
P40991	YNL061W	0.00000222	0.00000149	0.00000256	0.0000029	0.00000204	0.00000242	0.0000014	0.00000298	0.00000259	0.00000188	0.00000228	0.00000218
P32499	YLR335W	0.00000151	0.00000141	0.00000249	0.00000376	0.00000213	0.0000039	0.00000263	0.00000237	0.00000232	0.00000222	0.00000112	0.00000113
Q12329	YDR171W	0.00000336	0.00000508	0.00000663	0.00000687	0.00000715	0.00000673	0.00000767	0.00000699	0.0000069	0.00000459	0.00000418	0.00000405
P02406	YGL103W	0.000016	0.000015	0.0000151	0.0000165	0.0000147	0.0000175	0.0000181	0.00002	0.0000142	0.0000159	0.0000219	0.000014
P30952	YNL117W	0.00000262	0.0000045	0.00000369	0.00000303	0.00000533	0.00000329	0.00000465	0.0000047	0.00000384	0.00000222	0.00000199	0.00000225
P39958	YER136W	0.00000411	0.00000285	0.00000212	0.00000363	0.00000485	0.00000389	0.00000188	0.00000379	0.00000523	0.00000302	0.00000185	0.0000035
P49095	YMR189W	0.00000228	0.00000143	0.00000218	0.00000032	0.000000805	0.000000956	0.00000112	0.00000123	0.00000091	0.000000623	0.000000535	0.000000654
P10080	YHL034C	0.00000484	0.00000371	0.00000954	0.00000427	0.00000717	0.00000432	0.00000738	0.00000908	0.00000351	0.0000041	0.000011	0.0000122
P34227	YBL064C	0.00000809	0.00000874	0.00000482	0.0000106	0.00000743	0.00000631	0.00000883	0.00000655	0.00000942	0.0000114	0.0000119	0.0000111
Q3E757	YGR085C	0.0000149	0.0000139	0.0000104	0.0000131	0.0000117	0.0000116	0.0000144	0.00000861	0.0000132	0.0000108	0.0000152	0.00000947
P36010	YKL067W	0.0000154	0.0000169	0.00000899	0.0000136	0.0000118	0.0000141	0.0000197	0.0000168	0.000016	0.0000176	0.0000265	0.0000247
P29952	YER003C	0.00000636	0.00000258	0.00000352	0.00000289	0.00000353	0.00000358	0.00000372	0.00000515	0.00000291	0.00000539	0.00000506	0.00000287
P53297	YGR178C	0.00000103	0.0000019	0.00000161	0.0000023	0.00000162	0.00000221	0.00000192	0.00000187	0.00000231	0.00000149	0.00000156	0.00000152
P42943	YJL111W	0.00000226	0.00000212	0.00000184	0.00000346	0.00000208	0.00000134	0.00000139	0.00000247	0.00000308	0.00000224	0.00000309	0.00000141
P35191	YFL016C	0.00000173	0.00000277	0.00000341	0.00000527	0.00000357	0.00000423	0.00000251	0.00000239	0.00000153	0.0000025	0.00000303	0.00000221
Q12118	YOR007C	0.0000053	0.00000653	0.00000548	0.0000054	0.00000416	0.00000494	0.0000039	0.00000564	0.00000401	0.00000518	0.00000471	0.0000052
P14904	YKL103C	0.0000021	0.00000274	0.00000235	0.00000221	0.00000269	0.00000368	0.00000154	0.00000203	0.00000222	0.00000248	0.00000186	0.00000128
P21242	YOR362C	0.00000596	0.00000558	0.00000487	0.00000913	0.00000641	0.00001	0.00000762	0.00000652	0.00000443	0.00000423	0.00000716	0.00000601
P34223	YBL058W	0.00000391	0.00000366	0.00000314	0.00000453	0.00000472	0.00000492	0.00000426	0.0000027	0.00000248	0.00000435	0.00000203	0.00000337
Q04636	YML069W	0.00000225	0.00000324	0.00000183	0.00000198	0.00000242	0.00000205	0.00000321	0.0000028	0.00000233	0.00000223	0.00000387	0.00000168
Q08723	YOR261C	0.00000549	0.00000514	0.00000567	0.00000414	0.00000582	0.00000351	0.00000466	0.00000736	0.0000064	0.00000611	0.00000641	0.00000679
P40016	YER021W	0.00000329	0.00000157	0.00000365	0.00000373	0.00000388	0.00000359	0.00000179	0.00000197	0.00000375	0.00000173	0.00000376	0.00000316
Q04458	YMR110C	0.00000238	0.00000186	0.00000287	0.00000364	0.00000336	0.00000259	0.00000269	0.00000225	0.00000176	0.00000169	0.00000247	0.00000208
P40075	YER120W	0.00000764	0.000006	0.0000103	0.00000911	0.00000948	0.00000833	0.0000076	0.00000725	0.00000568	0.00000875	0.00000679	0.00000771
P07143	YOR065W	0.00000536	0.00000421	0.00000438	0.00000473	0.00000493	0.00000685	0.00000331	0.00000434	0.00000642	0.00000789	0.00000558	0.00000469
P02557	YFL037W	0.00000298	0.00000378	0.0000032	0.00000263	0.0000037	0.00000381	0.00000297	0.00000283	0.00000357	0.00000296	0.00000265	0.00000223
P47039	YJL060W	0.00000325	0.00000468	0.0000019	0.00000286	0.00000349	0.00000545	0.00000368	0.00000355	0.00000389	0.00000533	0.0000039	0.00000284
P07170	YDR226W	0.0000153	0.0000111	0.0000145	0.00000533	0.0000044	0.00000285	0.00000759	0.00000963	0.0000105	0.00000746	0.00000656	0.0000077
P15700	YKL024C	0.00000193	0.000000347	0.000000258	0.00000261	0.000000963	0.00000114	0.000000273	0.000000849	0.00000171	0.000000314	0.000000931	0
P40053	YER080W	0.00000217	0.00000174	0.00000175	0.00000284	0.00000143	0.00000139	0.00000294	0.00000231	0.00000253	0.00000213	0.00000223	0.00000328
0	0	0.00000261	0.00000376	0.00000352	0.00000354	0.00000415	0.00000284	0.00000295	0.00000325	0.00000312	0.00000383	0.00000313	0.00000228
P14020	YPR183W	0.0000056	0.00000845	0.00000545	0.00000404	0.00000421	0.00000728	0.00000337	0.00000453	0.00000496	0.00000388	0.00000913	0.00000498
P53839	YNL274C	0.00000184	0.00000286	0.00000213	0.00000214	0.00000121	0.00000264	0.0000085	0.00000775	0.0000102	0.0000116	0.0000112	0.0000127
Q01560	YDR432W	0.00000405	0.00000272	0.00000282	0.00000256	0.00000489	0.00000259	0.00000255	0.00000378	0.00000307	0.00000343	0.0000036	0.00000397
(P0CX42-P0CX41)	YER117W YBL087C	0.0000352	0.0000143	0.0000127	0.0000247	0.0000167	0.0000166	0.0000317	0.0000316	0.0000161	0.0000237	0.0000218	0.0000292
P41277	YIL053W	0.00000618	0.00000579	0.0000043	0.00000446	0.00000464	0.00000551	0.00000635	0.000005	0.00000547	0.0000177	0.000017	0.000013
P40106	YER062C	0.000000773	0.00000133	0.000000989	0.000000682	0.00000071	0.000000843	0.00000161	0.00000115	0.000000685	0.0000121	0.00000655	0.0000055
P38431	YPR041W	0.0000055	0.00000453	0.00000292	0.00000315	0.00000385	0.00000212	0.00000457	0.00000339	0.00000217	0.00000466	0.00000429	0.00000267
P23644	YMR203W	0.00000383	0.0000042	0.00000517	0.00000338	0.00000295	0.00000286	0.00000236	0.0000031	0.00000185	0.00000272	0.00000523	0.00000741
P33338	YNL243W	0.00000149	0.000000622	0.00000145	0.00000148	0.0000012	0.00000124	0.000000295	0.000000657	0.000000858	0.000000563	0.00000132	0.000000496
P32598	YER133W	0.00000529	0.00000762	0.00000567	0.0000032	0.00000486	0.00000675	0.00000676	0.00000501	0.00000469	0.00000689	0.00000635	0.00000685
P26570	YML016C	5.94E-08	5.56E-08	0.000000117	5.24E-08	5.45E-08	6.48E-08	4.37E-08	4.81E-08	5.26E-08	0.000000261	0.000000149	4.43E-08
P08518	YOR151C	0.00000118	0.000000747	0.000000731	0.00000117	0.000000732	0.00000144	0.000000273	0.000000378	0.000000707	0.000000314	0.000000709	0.000000687
Q04728	YMR062C	0.00000425	0.00000454	0.00000472	0.00000375	0.00000289	0.00000402	0.00000402	0.00000442	0.00000377	0.0000036	0.0000028	0.00000408
P32628	YEL037C	0.0000043	0.00000344	0.00000444	0.00000271	0.00000455	0.000004	0.00000316	0.00000402	0.00000177	0.00000311	0.00000382	0.0000037
P40008	YER004W	0.0000112	0.0000105	0.0000089	0.00000502	0.00000762	0.00000758	0.0000094	0.00000787	0.0000128	0.0000095	0.00000737	0.0000133
P39683	YOR209C	0.00000136	0.00000596	0.00000352	0.00000391	0.00000252	0.00000358	0.00000468	0.00000311	0.00000447	0.00000375	0.00000291	0.00000475
P23180	YHL021C	0.00000291	0.00000368	0.00000274	0.00000256	0.00000183	0.00000371	0.00000214	0.00000318	0.00000216	0.00000169	0.00000302	0.00000182
P40327	YDL007W	0.00000267	0.00000404	0.000003	0.00000281	0.00000246	0.00000239	0.00000197	0.00000349	0.00000435	0.0000027	0.00000332	0.00000238
0	0	0.00002	0.0000187	0.0000203	0.0000257	0.0000183	0.0000372	0.000029	0.0000236	0.0000216	0.0000169	0.0000177	0.0000182
Q12031	YPR006C	0.00000367	0.00000344	0.00000286	0.00000218	0.00000194	0.00000311	0.0000027	0.000002	0.00000325	0.00000123	0.00000129	0.00000274
Q02196	YKL001C	0.0000137	0.00000652	0.00000593	0.00000614	0.00000932	0.00000602	0.0000101	0.00000447	0.0000105	0.0000132	0.00000901	0.00000757
P06115	YGR088W	0.000000649	0.000000076	0.000000452	7.16E-08	0	0	0.00000418	0.00000344	0.00000417	0.00000568	0.00000794	0.00000582
Q03102	YML131W	0.00000287	0.00000391	0.00000244	0.00000201	0.00000322	0.00000313	0.00000416	0.00000284	0.00000643	0.00000614	0.00000644	0.0000048
P17423	YHR025W	0.00000584	0.00000474	0.00000523	0.00000261	0.00000465	0.00000395	0.00000267	0.0000024	0.00000517	0.00000429	0.00000322	0.00000322
P54783	YML086C	0.00000372	0.00000226	0.00000259	0.00000288	0.0000026	0.00000263	0.00000178	0.00000107	0.0000033	0.00000205	0.0000018	0.00000124
Q12462	YOL147C	0.00000941	0.00000516	0.00000757	0.00000709	0.00000618	0.0000118	0.00000693	0.00000545	0.00000712	0.00000467	0.0000049	0.00000326
Q04336	YMR196W	0.00000193	0.000000638	0.00000122	0.00000186	0.00000145	0.0000023	0.00000041	0.00000156	0.00000187	0.000000204	0.000000214	6.36E-08
P40017	YER024W	0.00000104	0.000000668	0.000000725	0.00000107	0.00000205	0.00000174	0.000000417	0.000000578	0.000000772	0.00000119	0.00000199	0.0000015
P12612	YDR212W	0.0000034	0.00000279	0.00000237	0.00000133	0.00000274	0.00000325	0.00000162	0.00000123	0.00000164	0.00000252	0.00000265	0.00000222
P36421	YGR185C	0.00000312	0.00000409	0.0000026	0.00000329	0.00000462	0.0000034	0.0000023	0.00000302	0.00000277	0.00000548	0.00000331	0.00000278
P06780	YPR165W	0.00000661	0.00000757	0.0000103	0.00000996	0.0000154	0.0000105	0.00000959	0.0000105	0.0000132	0.00000242	0.00000588	0.00000603
P17649	YGR019W	0.00000285	0.00000224	0.00000136	0.00000295	0.00000403	0.00000364	0.00000246	0.0000027	0.00000296	0.00000166	0.00000297	0.00000213
P25567	YCL037C	0.00000322	0.00000253	0.00000263	0.00000384	0.00000456	0.00000475	0.00000237	0.00000353	0.00000335	0.00000273	0.00000335	0.00000282
P41921	YPL091W	0.00000188	0.00000396	0.00000191	0.00000203	0.00000438	0.00000205	0.00000202	0.00000386	0.00000422	0.00000195	0.00000633	0.00000315
